,Unnamed: 0,exp,sub_id,segment_seconds,path,activation_arr,valence_arr,segment_id,valence,arousal
847,1665,assessment,2280001,3.0,/z/lancelcy/R21/mfbs/1665.npy,{5|3|4|5|4},{5|4|5|5|5},1665,1,0
848,1668,assessment,2280001,6.0,/z/lancelcy/R21/mfbs/1668.npy,{4|5|6|3|2},{4|5|4|4|3},1668,0,0
849,1669,assessment,2280001,3.0,/z/lancelcy/R21/mfbs/1669.npy,{6|5|5|5|3},{7|6|6|6|6},1669,2,1
850,1670,assessment,2280001,6.0,/z/lancelcy/R21/mfbs/1670.npy,{4|5|4|5|7},{5|5|5|5|5},1670,1,0
851,1671,assessment,2280001,3.0,/z/lancelcy/R21/mfbs/1671.npy,{5|5|6|6|5},{5|5|5|5|6},1671,1,1
853,1673,assessment,2280001,4.0,/z/lancelcy/R21/mfbs/1673.npy,{5|5|6|6|5},{4|6|4|4|5},1673,0,1
854,1675,assessment,2280001,4.0,/z/lancelcy/R21/mfbs/1675.npy,{5|6|7|6|6},{6|6|5|5|6},1675,2,2
855,1676,assessment,2280001,13.0,/z/lancelcy/R21/mfbs/1676.npy,{6|5|6|6|3},{5|5|6|5|6},1676,1,2
856,1677,assessment,2280001,4.0,/z/lancelcy/R21/mfbs/1677.npy,{5|5|6|4|6},{6|5|5|5|5},1677,1,1
857,1679,assessment,2280001,6.0,/z/lancelcy/R21/mfbs/1679.npy,{4|5|5|4|3},{5|5|5|4|4},1679,1,0
858,1680,assessment,2280001,3.0,/z/lancelcy/R21/mfbs/1680.npy,{5|5|6|5|5},{5|4|5|5|4},1680,1,1
859,1681,assessment,2280001,2.0,/z/lancelcy/R21/mfbs/1681.npy,{5|5|6|6|5},{7|6|7|7|7},1681,2,1
860,1682,assessment,2280001,2.0,/z/lancelcy/R21/mfbs/1682.npy,{5|5|6|5|6},{6|6|5|6|8},1682,2,1
861,1683,assessment,2280001,4.0,/z/lancelcy/R21/mfbs/1683.npy,{5|6|6|7|6},{7|6|6|6|7},1683,2,2
862,1684,assessment,2280001,2.0,/z/lancelcy/R21/mfbs/1684.npy,{5|6|6|6|6},{5|6|6|5|7},1684,2,2
863,1686,assessment,2280001,2.0,/z/lancelcy/R21/mfbs/1686.npy,{5|4|5|5|4},{5|4|4|5|5},1686,1,1
864,1688,assessment,2280001,6.0,/z/lancelcy/R21/mfbs/1688.npy,{6|4|4|4|5},{5|5|5|4|5},1688,1,0
865,1691,assessment,2280001,7.0,/z/lancelcy/R21/mfbs/1691.npy,{5|5|4|4|6},{5|4|5|3|5},1691,1,0
866,1692,assessment,2280001,10.0,/z/lancelcy/R21/mfbs/1692.npy,{4|4|6|3|4},{3|4|5|1|2},1692,0,0
867,1693,assessment,2280001,6.0,/z/lancelcy/R21/mfbs/1693.npy,{5|4|4|4|3},{4|4|4|4|4},1693,0,0
868,1694,assessment,2280001,5.0,/z/lancelcy/R21/mfbs/1694.npy,{5|6|6|6|7},{7|6|5|4|6},1694,2,2
869,1695,assessment,2280001,5.0,/z/lancelcy/R21/mfbs/1695.npy,{6|6|7|5|6},{7|5|6|6|7},1695,2,2
870,1696,assessment,2280001,2.0,/z/lancelcy/R21/mfbs/1696.npy,{6|5|6|6|6},{7|6|6|7|8},1696,2,2
871,1697,assessment,2280001,3.0,/z/lancelcy/R21/mfbs/1697.npy,{5|5|4|4|4},{6|5|5|5|2},1697,1,0
872,1698,assessment,2280001,5.0,/z/lancelcy/R21/mfbs/1698.npy,{5|4|4|6|5},{4|4|4|4|3},1698,0,0
873,1699,assessment,2280001,2.0,/z/lancelcy/R21/mfbs/1699.npy,{5|6|6|5|6},{5|5|5|5|5},1699,1,2
874,1700,assessment,2280001,2.0,/z/lancelcy/R21/mfbs/1700.npy,{5|5|6|5|5},{5|5|5|5|5},1700,1,1
875,1703,assessment,2280001,5.0,/z/lancelcy/R21/mfbs/1703.npy,{5|5|7|5|6},{5|5|6|5|7},1703,1,1
876,1704,assessment,2280001,4.0,/z/lancelcy/R21/mfbs/1704.npy,{5|5|5|4|5},{5|4|5|5|5},1704,1,1
877,1706,assessment,2280001,4.0,/z/lancelcy/R21/mfbs/1706.npy,{5|5|6|5|6},{5|5|5|6|7},1706,1,1
879,1709,assessment,2280001,6.0,/z/lancelcy/R21/mfbs/1709.npy,{5|4|4|4|5},{5|4|4|5|3},1709,0,0
880,1710,assessment,2280001,13.0,/z/lancelcy/R21/mfbs/1710.npy,{5|4|6|3|3},{5|4|4|3|5},1710,0,0
881,1712,assessment,2280001,4.0,/z/lancelcy/R21/mfbs/1712.npy,{5|4|3|3|2},{5|3|4|3|1},1712,0,0
882,1713,assessment,2280001,12.0,/z/lancelcy/R21/mfbs/1713.npy,{5|5|4|3|6},{5|4|5|3|5},1713,1,0
883,1715,assessment,2280001,8.0,/z/lancelcy/R21/mfbs/1715.npy,{4|5|4|5|6},{5|4|5|5|6},1715,1,0
884,1716,assessment,2280001,2.0,/z/lancelcy/R21/mfbs/1716.npy,{4|3|4|4|2},{5|4|4|6|2},1716,0,0
885,1717,assessment,2280001,5.0,/z/lancelcy/R21/mfbs/1717.npy,{4|5|6|4|5},{5|4|4|3|5},1717,0,0
887,1721,assessment,2280001,14.0,/z/lancelcy/R21/mfbs/1721.npy,{4|4|3|3|3},{4|4|3|4|2},1721,0,0
888,1722,assessment,2280001,17.0,/z/lancelcy/R21/mfbs/1722.npy,{5|6|4|4|6},{5|5|6|6|5},1722,1,0
889,1724,assessment,2280001,11.0,/z/lancelcy/R21/mfbs/1724.npy,{4|3|2|3|2},{4|3|3|1|3},1724,0,0
890,1725,assessment,2280001,6.0,/z/lancelcy/R21/mfbs/1725.npy,{5|3|4|3|3},{4|4|4|4|2},1725,0,0
891,1726,assessment,2280001,5.0,/z/lancelcy/R21/mfbs/1726.npy,{6|6|7|5|7},{5|6|5|5|6},1726,1,2
893,1734,assessment,2280001,2.0,/z/lancelcy/R21/mfbs/1734.npy,{4|5|5|4|6},{5|5|5|5|5},1734,1,0
894,1735,assessment,2280001,6.0,/z/lancelcy/R21/mfbs/1735.npy,{5|6|5|6|6},{4|5|5|5|5},1735,1,2
895,1738,assessment,2280001,2.0,/z/lancelcy/R21/mfbs/1738.npy,{4|5|4|5|6},{5|5|5|6|5},1738,1,0
896,1743,assessment,2280001,6.0,/z/lancelcy/R21/mfbs/1743.npy,{5|5|6|6|7},{7|6|6|6|6},1743,2,2
897,1747,assessment,2280001,3.0,/z/lancelcy/R21/mfbs/1747.npy,{5|5|4|5|6},{6|5|5|6|6},1747,2,1
898,1749,assessment,2280001,6.0,/z/lancelcy/R21/mfbs/1749.npy,{5|4|4|4|1},{5|4|4|5|3},1749,0,0
899,1750,assessment,2280001,3.0,/z/lancelcy/R21/mfbs/1750.npy,{5|3|3|4|3},{5|3|4|4|4},1750,0,0
900,1751,assessment,2280001,2.0,/z/lancelcy/R21/mfbs/1751.npy,{5|4|4|4|3},{4|4|5|5|2},1751,0,0
901,1752,assessment,2280001,2.0,/z/lancelcy/R21/mfbs/1752.npy,{5|4|6|4|4},{5|4|4|5|5},1752,1,0
902,1753,assessment,2280001,4.0,/z/lancelcy/R21/mfbs/1753.npy,{5|5|5|5|5},{6|6|5|6|5},1753,2,1
903,1754,assessment,2280001,12.0,/z/lancelcy/R21/mfbs/1754.npy,{6|5|5|5|5},{6|5|6|6|6},1754,2,1
904,1755,assessment,2280001,3.0,/z/lancelcy/R21/mfbs/1755.npy,{5|5|6|5|6},{6|6|6|6|8},1755,2,1
905,1756,assessment,2280001,6.0,/z/lancelcy/R21/mfbs/1756.npy,{5|4|4|4|6},{6|3|6|5|7},1756,2,0
906,1757,assessment,2280001,6.0,/z/lancelcy/R21/mfbs/1757.npy,{5|5|4|4|5},{5|4|5|5|7},1757,1,1
907,1758,assessment,2280001,13.0,/z/lancelcy/R21/mfbs/1758.npy,{5|4|5|5|6},{6|4|6|6|5},1758,2,1
908,1759,assessment,2280001,2.0,/z/lancelcy/R21/mfbs/1759.npy,{5|5|4|4|3},{5|3|3|5|4},1759,0,0
909,1760,assessment,2280001,3.0,/z/lancelcy/R21/mfbs/1760.npy,{4|4|4|3|1},{3|4|4|2|1},1760,0,0
910,1762,assessment,2280001,4.0,/z/lancelcy/R21/mfbs/1762.npy,{5|5|4|5|4},{5|5|5|5|3},1762,1,1
911,1769,assessment,2280001,6.0,/z/lancelcy/R21/mfbs/1769.npy,{5|5|6|6|6},{5|5|5|5|3},1769,1,2
913,1779,assessment,2280001,2.0,/z/lancelcy/R21/mfbs/1779.npy,{4|5|4|5|4},{6|5|6|6|5},1779,2,0
914,1780,assessment,2280001,2.0,/z/lancelcy/R21/mfbs/1780.npy,{5|6|6|4|4},{6|5|5|5|5},1780,1,0
915,1781,assessment,2280001,2.0,/z/lancelcy/R21/mfbs/1781.npy,{5|3|4|5|3},{4|4|4|5|5},1781,0,0
916,1784,assessment,2280001,2.0,/z/lancelcy/R21/mfbs/1784.npy,{5|4|3|4|2},{5|5|5|5|3},1784,1,0
917,1785,assessment,2280001,9.0,/z/lancelcy/R21/mfbs/1785.npy,{5|6|6|5|6},{6|6|6|4|7},1785,2,2
918,1786,assessment,2280001,2.0,/z/lancelcy/R21/mfbs/1786.npy,{5|5|5|6|7},{4|5|5|5|5},1786,1,1
919,1787,assessment,2280001,6.0,/z/lancelcy/R21/mfbs/1787.npy,{5|5|7|6|7},{3|5|5|3|4},1787,0,2
920,1788,assessment,2280001,3.0,/z/lancelcy/R21/mfbs/1788.npy,{5|5|6|5|5},{6|5|5|6|5},1788,1,1
921,1789,assessment,2280001,2.0,/z/lancelcy/R21/mfbs/1789.npy,{5|4|4|3|2},{4|4|4|3|2},1789,0,0
922,1790,assessment,2280001,2.0,/z/lancelcy/R21/mfbs/1790.npy,{5|5|6|6|5},{6|5|5|5|6},1790,1,1
923,1792,assessment,2280001,16.0,/z/lancelcy/R21/mfbs/1792.npy,{6|6|7|6|6},{7|6|6|6|7},1792,2,2
924,1793,assessment,2280001,2.0,/z/lancelcy/R21/mfbs/1793.npy,{5|6|5|5|6},{6|5|5|5|6},1793,1,1
925,1795,assessment,2280001,6.0,/z/lancelcy/R21/mfbs/1795.npy,{4|5|5|4|6},{6|4|5|5|5},1795,1,0
926,1799,assessment,2280001,4.0,/z/lancelcy/R21/mfbs/1799.npy,{5|5|6|6|6},{5|4|4|4|4},1799,0,2
927,1801,assessment,2280001,4.0,/z/lancelcy/R21/mfbs/1801.npy,{6|6|6|6|7},{7|6|6|6|7},1801,2,2
928,1802,assessment,2280001,13.0,/z/lancelcy/R21/mfbs/1802.npy,{5|4|4|5|5},{6|5|6|7|7},1802,2,1
929,1804,assessment,2280001,5.0,/z/lancelcy/R21/mfbs/1804.npy,{6|4|6|5|4},{6|6|6|6|6},1804,2,0
930,1805,assessment,2280001,4.0,/z/lancelcy/R21/mfbs/1805.npy,{4|3|4|4|1},{5|2|3|5|2},1805,0,0
931,1807,assessment,2280001,4.0,/z/lancelcy/R21/mfbs/1807.npy,{5|7|6|6|6},{4|5|5|4|4},1807,0,2
932,1809,assessment,2280001,4.0,/z/lancelcy/R21/mfbs/1809.npy,{5|5|5|5|6},{5|5|4|5|5},1809,1,1
1123,2076,assessment,5819001,5.0,/z/lancelcy/R21/mfbs/2076.npy,{5|6|6|6|7},{6|6|6|7|6},2076,2,2
1124,2079,assessment,5819001,7.0,/z/lancelcy/R21/mfbs/2079.npy,{5|5|4|5|5},{5|4|5|4|4},2079,0,1
1125,2080,assessment,5819001,14.0,/z/lancelcy/R21/mfbs/2080.npy,{5|4|4|5|4},{5|4|5|4|3},2080,0,0
1126,2085,assessment,5819001,5.0,/z/lancelcy/R21/mfbs/2085.npy,{5|4|4|5|3},{5|4|5|3|3},2085,0,0
1127,2087,assessment,5819001,5.0,/z/lancelcy/R21/mfbs/2087.npy,{5|3|4|5|4},{5|4|4|5|5},2087,1,0
1128,2089,assessment,5819001,4.0,/z/lancelcy/R21/mfbs/2089.npy,{5|6|5|4|6},{5|4|5|5|6},2089,1,1
1129,2093,assessment,5819001,2.0,/z/lancelcy/R21/mfbs/2093.npy,{5|6|6|5|4},{5|4|5|5|4},2093,1,1
1131,2098,assessment,5819001,9.0,/z/lancelcy/R21/mfbs/2098.npy,{4|2|3|4|4},{4|3|5|4|6},2098,0,0
1134,2114,assessment,5819001,5.0,/z/lancelcy/R21/mfbs/2114.npy,{5|3|3|6|5},{5|3|5|4|5},2114,1,0
1135,2119,assessment,5819001,4.0,/z/lancelcy/R21/mfbs/2119.npy,{5|5|4|6|6},{5|6|6|5|6},2119,2,1
1136,2122,assessment,5819001,4.0,/z/lancelcy/R21/mfbs/2122.npy,{6|5|6|6|6},{6|6|5|5|7},2122,2,2
1138,2125,assessment,5819001,2.0,/z/lancelcy/R21/mfbs/2125.npy,{6|6|6|6|7},{4|4|3|4|5},2125,0,2
1139,2126,assessment,5819001,2.0,/z/lancelcy/R21/mfbs/2126.npy,{5|6|6|5|6},{5|4|5|4|4},2126,0,2
1140,2177,assessment,5819001,3.0,/z/lancelcy/R21/mfbs/2177.npy,{5|4|5|4|4},{5|5|5|4|4},2177,1,0
1141,2179,assessment,5819001,4.0,/z/lancelcy/R21/mfbs/2179.npy,{5|4|3|4|4},{5|5|6|5|6},2179,1,0
1144,2186,assessment,5819001,4.0,/z/lancelcy/R21/mfbs/2186.npy,{5|5|6|4|4},{5|4|5|4|5},2186,1,0
1145,2187,assessment,5819001,7.0,/z/lancelcy/R21/mfbs/2187.npy,{5|5|4|5|5},{5|5|6|5|5},2187,1,1
1147,2190,assessment,5819001,6.0,/z/lancelcy/R21/mfbs/2190.npy,{5|4|4|6|5},{5|5|4|4|5},2190,1,0
1148,2195,assessment,5819001,4.0,/z/lancelcy/R21/mfbs/2195.npy,{5|4|5|5|6},{5|6|5|5|6},2195,1,1
1149,2196,assessment,5819001,6.0,/z/lancelcy/R21/mfbs/2196.npy,{5|5|4|5|4},{5|4|5|5|5},2196,1,1
1151,2200,personal,5819001,18.0,/z/lancelcy/R21/mfbs/2200.npy,{5|4|4|4|5},{5|5|5|6|7},2200,1,0
1153,2203,assessment,5819001,3.0,/z/lancelcy/R21/mfbs/2203.npy,{5|5|6|6|6},{6|6|6|6|5},2203,2,2
1155,2206,assessment,5819001,3.0,/z/lancelcy/R21/mfbs/2206.npy,{5|3|6|6|4},{5|4|4|5|3},2206,0,0
1157,2210,assessment,5819001,2.0,/z/lancelcy/R21/mfbs/2210.npy,{5|5|6|6|5},{5|3|6|5|5},2210,1,1
1158,2216,assessment,5819001,9.0,/z/lancelcy/R21/mfbs/2216.npy,{5|4|5|5|5},{5|5|6|5|5},2216,1,1
1159,2217,assessment,5819001,3.0,/z/lancelcy/R21/mfbs/2217.npy,{6|5|6|6|4},{7|7|6|6|6},2217,2,2
1160,2223,assessment,5819001,7.0,/z/lancelcy/R21/mfbs/2223.npy,{5|5|6|5|5},{5|6|5|5|6},2223,1,1
1162,2233,assessment,5819001,4.0,/z/lancelcy/R21/mfbs/2233.npy,{5|5|5|5|6},{5|5|5|4|5},2233,1,1
1163,2239,assessment,5819001,2.0,/z/lancelcy/R21/mfbs/2239.npy,{5|6|5|6|4},{6|6|6|5|5},2239,2,1
1164,2242,assessment,5819001,7.0,/z/lancelcy/R21/mfbs/2242.npy,{5|5|6|5|5},{5|7|6|5|7},2242,2,1
1165,2248,assessment,5819001,3.0,/z/lancelcy/R21/mfbs/2248.npy,{5|5|4|5|3},{6|6|5|6|4},2248,2,1
1166,2249,assessment,5819001,7.0,/z/lancelcy/R21/mfbs/2249.npy,{5|5|6|6|5},{4|4|4|6|4},2249,0,1
1167,2253,assessment,5819001,10.0,/z/lancelcy/R21/mfbs/2253.npy,{5|7|7|6|7},{6|5|5|5|7},2253,1,2
1169,2259,personal,5865001,2.0,/z/lancelcy/R21/mfbs/2259.npy,{4|2|4|4},{4|3|4|4},2259,0,0
1171,2270,personal,5865001,9.0,/z/lancelcy/R21/mfbs/2270.npy,{5|5|5|4},{5|5|5|5},2270,1,1
1173,2282,personal,5865001,4.0,/z/lancelcy/R21/mfbs/2282.npy,{5|5|6|7},{5|5|5|6},2282,1,1
1174,2283,personal,5865001,6.0,/z/lancelcy/R21/mfbs/2283.npy,{5|3|4|4},{4|3|3|7},2283,0,0
1175,2284,personal,5865001,5.0,/z/lancelcy/R21/mfbs/2284.npy,{4|4|4|3},{4|3|3|4},2284,0,0
1176,2285,personal,5865001,3.0,/z/lancelcy/R21/mfbs/2285.npy,{5|4|5|6},{3|2|3|2},2285,0,1
1177,2286,personal,5865001,5.0,/z/lancelcy/R21/mfbs/2286.npy,{5|4|5|3},{4|2|4|4},2286,0,0
1178,2287,personal,5865001,16.0,/z/lancelcy/R21/mfbs/2287.npy,{4|3|5|4},{4|2|3|2},2287,0,0
1179,2289,personal,5865001,15.0,/z/lancelcy/R21/mfbs/2289.npy,{5|5|6|5},{5|4|5|5},2289,1,1
1180,2290,personal,5865001,5.0,/z/lancelcy/R21/mfbs/2290.npy,{4|4|5|3|3},{4|4|4|2|2},2290,0,0
1181,2291,personal,5865001,15.0,/z/lancelcy/R21/mfbs/2291.npy,{4|4|5|5},{5|4|5|5},2291,1,0
1183,2293,personal,5865001,4.0,/z/lancelcy/R21/mfbs/2293.npy,{4|6|4|3},{4|6|4|4},2293,0,0
1184,2294,personal,5865001,5.0,/z/lancelcy/R21/mfbs/2294.npy,{5|6|5|5|4},{5|6|5|5|3},2294,1,1
1185,2295,personal,5865001,6.0,/z/lancelcy/R21/mfbs/2295.npy,{5|4|5|5},{5|5|5|6},2295,1,1
1186,2296,personal,5865001,5.0,/z/lancelcy/R21/mfbs/2296.npy,{7|6|6|7},{7|7|7|8},2296,2,2
1187,2298,personal,5865001,4.0,/z/lancelcy/R21/mfbs/2298.npy,{3|4|5|4},{4|3|4|3},2298,0,0
1190,2301,personal,5865001,4.0,/z/lancelcy/R21/mfbs/2301.npy,{4|4|5|4|5},{5|4|4|5|2},2301,0,0
1191,2302,personal,5865001,8.0,/z/lancelcy/R21/mfbs/2302.npy,{5|5|5|6},{5|6|5|5},2302,1,1
1195,2313,personal,5865001,2.0,/z/lancelcy/R21/mfbs/2313.npy,{6|7|7|7},{4|3|4|4},2313,0,2
1196,2314,personal,5865001,3.0,/z/lancelcy/R21/mfbs/2314.npy,{5|6|6|6},{5|5|5|5},2314,1,2
1197,2315,personal,5865001,2.0,/z/lancelcy/R21/mfbs/2315.npy,{6|7|6|6},{5|5|5|5},2315,1,2
1198,2316,personal,5865001,5.0,/z/lancelcy/R21/mfbs/2316.npy,{5|7|6|6},{6|7|5|6},2316,2,2
1200,2318,personal,5865001,8.0,/z/lancelcy/R21/mfbs/2318.npy,{4|6|6|4|5},{5|3|5|5|4},2318,1,0
1201,2323,personal,5865001,2.0,/z/lancelcy/R21/mfbs/2323.npy,{4|4|6|6},{5|5|5|5},2323,1,0
1202,2325,personal,5865001,7.0,/z/lancelcy/R21/mfbs/2325.npy,{5|4|5|3},{4|3|4|3},2325,0,0
1203,2326,personal,5865001,5.0,/z/lancelcy/R21/mfbs/2326.npy,{4|4|5|4|3},{4|3|4|4|2},2326,0,0
1204,2327,personal,5865001,4.0,/z/lancelcy/R21/mfbs/2327.npy,{3|2|3|3},{4|2|3|3},2327,0,0
1205,2328,personal,5865001,2.0,/z/lancelcy/R21/mfbs/2328.npy,{5|4|5|4},{4|3|5|4},2328,0,0
1206,2329,personal,5865001,4.0,/z/lancelcy/R21/mfbs/2329.npy,{4|4|5|3},{4|2|3|2},2329,0,0
1207,2330,personal,5865001,5.0,/z/lancelcy/R21/mfbs/2330.npy,{4|4|5|4},{4|4|3|2},2330,0,0
1208,2331,personal,5865001,4.0,/z/lancelcy/R21/mfbs/2331.npy,{3|4|3|3},{3|3|4|4},2331,0,0
1209,2332,personal,5865001,2.0,/z/lancelcy/R21/mfbs/2332.npy,{5|5|5|4},{5|5|5|4},2332,1,1
1211,2335,personal,5865001,5.0,/z/lancelcy/R21/mfbs/2335.npy,{5|3|6|6},{5|3|5|5},2335,1,2
1212,2336,personal,5865001,10.0,/z/lancelcy/R21/mfbs/2336.npy,{4|4|6|4|6},{5|3|5|2|4},2336,0,0
1213,2337,personal,5865001,9.0,/z/lancelcy/R21/mfbs/2337.npy,{5|5|5|4},{5|4|5|5},2337,1,1
1215,2339,personal,5865001,14.0,/z/lancelcy/R21/mfbs/2339.npy,{3|3|5|4|3},{4|3|4|6|3},2339,0,0
1216,2352,personal,5865001,3.0,/z/lancelcy/R21/mfbs/2352.npy,{5|4|5|6},{5|4|4|4},2352,0,1
1218,2354,personal,5865001,5.0,/z/lancelcy/R21/mfbs/2354.npy,{5|7|6|7},{5|6|5|5},2354,1,2
1220,2357,personal,5865001,7.0,/z/lancelcy/R21/mfbs/2357.npy,{6|8|6|9|5},{4|3|5|1|6},2357,0,2
1222,2360,personal,5865001,3.0,/z/lancelcy/R21/mfbs/2360.npy,{5|6|6|6|5},{4|4|5|4|3},2360,0,2
1225,2365,personal,5865001,5.0,/z/lancelcy/R21/mfbs/2365.npy,{4|4|5|6},{4|3|4|4},2365,0,0
1226,2367,personal,5865001,2.0,/z/lancelcy/R21/mfbs/2367.npy,{5|4|5|4|5},{5|4|5|4|4},2367,0,1
1229,2394,personal,5865001,3.0,/z/lancelcy/R21/mfbs/2394.npy,{5|5|6|6|6},{5|2|5|3|5},2394,1,2
1230,2395,personal,5865001,12.0,/z/lancelcy/R21/mfbs/2395.npy,{5|4|6|6},{4|4|5|4},2395,0,2
1233,2401,personal,5865001,3.0,/z/lancelcy/R21/mfbs/2401.npy,{5|6|6|6},{4|5|5|5},2401,1,2
1234,2402,personal,5865001,15.0,/z/lancelcy/R21/mfbs/2402.npy,{5|5|5|3},{4|4|4|3},2402,0,1
1235,2403,personal,5865001,4.0,/z/lancelcy/R21/mfbs/2403.npy,{5|5|5|5|4},{4|4|5|5|5},2403,1,1
1237,2405,personal,5865001,6.0,/z/lancelcy/R21/mfbs/2405.npy,{5|6|5|5},{5|4|5|5},2405,1,1
1238,2406,personal,5865001,4.0,/z/lancelcy/R21/mfbs/2406.npy,{5|5|6|5},{5|6|5|5},2406,1,1
1239,2407,personal,5865001,4.0,/z/lancelcy/R21/mfbs/2407.npy,{5|7|6|6},{4|5|5|5},2407,1,2
1240,2408,personal,5865001,3.0,/z/lancelcy/R21/mfbs/2408.npy,{5|6|6|6|6},{5|7|5|6|7},2408,2,2
1242,2412,personal,5865001,4.0,/z/lancelcy/R21/mfbs/2412.npy,{4|6|5|6},{4|4|4|3},2412,0,2
1244,2420,personal,5865001,7.0,/z/lancelcy/R21/mfbs/2420.npy,{5|5|5|5|5},{5|5|5|5|4},2420,1,1
1245,2421,personal,5865001,3.0,/z/lancelcy/R21/mfbs/2421.npy,{4|4|5|4|3},{4|5|4|5|5},2421,1,0
1246,2422,personal,5865001,3.0,/z/lancelcy/R21/mfbs/2422.npy,{6|5|5|5},{4|3|4|3},2422,0,1
1247,2423,personal,5865001,10.0,/z/lancelcy/R21/mfbs/2423.npy,{6|6|6|7|7},{3|7|3|3|4},2423,0,2
1248,2428,personal,5865001,5.0,/z/lancelcy/R21/mfbs/2428.npy,{3|4|4|6},{3|3|3|1},2428,0,0
1249,2429,personal,5865001,5.0,/z/lancelcy/R21/mfbs/2429.npy,{3|2|2|2|3},{4|5|5|2|2},2429,0,0
1250,2430,personal,5865001,3.0,/z/lancelcy/R21/mfbs/2430.npy,{3|2|4|4},{4|2|3|3},2430,0,0
