,features,dataset,emotion,validation
36,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro02_F006.npy,0,0.5;0.5;0.,1
37,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro02_F007.npy,0,1.;0.;0,0
38,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro02_F008.npy,0,1.;0.;0,1
39,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro02_F009.npy,0,1.;0.;0,0
40,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro02_F010.npy,0,1.;0.;0,0
41,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro02_F011.npy,0,0.5;0.5;0.,0
42,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro02_F012.npy,0,0.;0.5;0.,0
43,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro02_F013.npy,0,1.;0.;0,0
44,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro02_F014.npy,0,1.;0.;0,0
45,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro02_F015.npy,0,1.;0.;0,0
46,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro02_F016.npy,0,1.;0.;0,0
47,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro02_F017.npy,0,0.;0.5;0.,0
48,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro02_F018.npy,0,0.5;0.5;0.,1
49,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro02_F019.npy,0,0.5;0.5;0.,0
50,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro02_F020.npy,0,0.;0.;1,0
51,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro02_M000.npy,0,1.;0.;0,0
52,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro02_M001.npy,0,1.;0.;0,1
53,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro02_M002.npy,0,0.5;0.5;0.,0
54,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro02_M003.npy,0,1.;0.;0,0
55,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro02_M004.npy,0,1.;0.;0,0
56,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro02_M005.npy,0,1.;0.;0,0
57,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro02_M006.npy,0,1.;0.;0,0
58,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro02_M007.npy,0,1.;0.;0,0
59,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro02_M008.npy,0,0.5;0.5;0.,0
60,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro02_M009.npy,0,1.;0.;0,1
61,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro02_M010.npy,0,1.;0.;0,0
62,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro02_M011.npy,0,0.5;0.5;0.,0
63,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro02_M012.npy,0,0.5;0.5;0.,0
64,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro02_M013.npy,0,1.;0.;0,0
65,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro02_M014.npy,0,1.;0.;0,1
66,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro02_M015.npy,0,0.;1.;0,0
67,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro02_M016.npy,0,1.;0.;0,0
68,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro03_F000.npy,0,0.;0.;1,0
69,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro03_F001.npy,0,0.;0.;1,0
70,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro03_F002.npy,0,0.;0.;1,0
71,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro03_F003.npy,0,0.;0.;1,0
72,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro03_F004.npy,0,0.;0.;1,0
73,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro03_F005.npy,0,0.;0.;1,0
74,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro03_F006.npy,0,0.;0.;1,0
75,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro03_F007.npy,0,0.;0.;1,0
76,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro03_F008.npy,0,0.;0.;1,0
77,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro03_F009.npy,0,0.;0.;1,0
78,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro03_F010.npy,0,0.;0.;1,0
79,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro03_F011.npy,0,0.;0.;1,0
80,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro03_F012.npy,0,0.;0.;1,1
81,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro03_F013.npy,0,0.;0.;1,1
82,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro03_F014.npy,0,0.;0.;1,1
83,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro03_F015.npy,0,0.;0.;1,0
84,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro03_F016.npy,0,0.;0.;1,0
85,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro03_F017.npy,0,0.;0.33333333;0.6666666,0
86,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro03_F018.npy,0,0.;0.33333333;0.6666666,1
87,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro03_F019.npy,0,0.;0.33333333;0.6666666,0
88,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro03_F020.npy,0,0.;0.33333333;0.6666666,0
89,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro03_F021.npy,0,0.;0.66666667;0.3333333,0
90,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro03_F022.npy,0,0.;0.66666667;0.3333333,1
91,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro03_F023.npy,0,0.33333333;0.33333333;0.3333333,0
92,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro03_F024.npy,0,0.;0.;1,0
93,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro03_F025.npy,0,0.;0.;1,0
94,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro03_F026.npy,0,0.;0.;1,1
95,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro03_M000.npy,0,0.;0.;1,0
96,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro03_M001.npy,0,0.;0.;1,0
97,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro03_M002.npy,0,0.;0.;1,0
98,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro03_M003.npy,0,0.;0.;1,0
99,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro03_M004.npy,0,0.;0.;1,0
100,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro03_M005.npy,0,0.;0.;1,0
101,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro03_M006.npy,0,0.;0.;1,1
102,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro03_M007.npy,0,0.;0.;1,0
103,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro03_M008.npy,0,0.;0.;1,0
104,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro03_M009.npy,0,0.;0.33333333;0.6666666,0
105,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro03_M010.npy,0,0.;0.;1,1
106,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro03_M011.npy,0,0.;0.33333333;0.6666666,0
107,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro03_M012.npy,0,0.;0.;1,0
108,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro03_M013.npy,0,0.;0.;1,0
109,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro03_M014.npy,0,0.;0.;1,0
110,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro03_M015.npy,0,0.;0.;1,0
111,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro03_M016.npy,0,0.;0.33333333;0.6666666,0
112,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro03_M017.npy,0,0.;0.33333333;0.6666666,0
113,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro03_M018.npy,0,0.;1.;0,1
114,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro03_M019.npy,0,0.;1.;0,0
115,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro03_M020.npy,0,0.;0.66666667;0.3333333,0
116,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro03_M021.npy,0,0.;1.;0,0
117,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro03_M022.npy,0,0.;0.;1,0
118,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro03_M023.npy,0,0.;0.;1,0
119,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro03_M024.npy,0,0.;0.33333333;0.6666666,0
120,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro04_F000.npy,0,0.;1.;0,0
121,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro04_F001.npy,0,0.5;0.5;0.,0
122,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro04_F002.npy,0,0.5;0.5;0.,0
123,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro04_F003.npy,0,0.5;0.5;0.,0
124,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro04_F004.npy,0,0.5;0.5;0.,0
125,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro04_F005.npy,0,0.;1.;0,0
126,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro04_F006.npy,0,0.;1.;0,0
127,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro04_F007.npy,0,0.;1.;0,0
128,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro04_F008.npy,0,1.;0.;0,0
129,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro04_F009.npy,0,0.5;0.5;0.,0
130,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro04_F010.npy,0,1.;0.;0,0
131,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro04_F011.npy,0,0.5;0.5;0.,0
132,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro04_F012.npy,0,0.5;0.5;0.,0
133,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro04_F013.npy,0,0.;1.;0,1
134,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro04_F014.npy,0,0.5;0.5;0.,0
135,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro04_F015.npy,0,1.;0.;0,0
136,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro04_F016.npy,0,1.;0.;0,0
137,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro04_F017.npy,0,1.;0.;0,1
138,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro04_F018.npy,0,1.;0.;0,1
139,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro04_F019.npy,0,0.;1.;0,0
140,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro04_F020.npy,0,0.5;0.5;0.,0
141,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro04_F021.npy,0,0.5;0.5;0.,0
142,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro04_F022.npy,0,1.;0.;0,1
143,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro04_F023.npy,0,0.5;0.5;0.,1
144,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro04_F024.npy,0,0.5;0.5;0.,1
145,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro04_F025.npy,0,0.5;0.5;0.,0
146,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro04_F026.npy,0,0.5;0.5;0.,1
147,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro04_F027.npy,0,0.5;0.5;0.,0
148,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro04_F028.npy,0,1.;0.;0,0
149,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro04_F029.npy,0,1.;0.;0,1
150,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro04_F030.npy,0,1.;0.;0,0
151,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro04_F031.npy,0,1.;0.;0,0
152,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro04_F032.npy,0,1.;0.;0,0
153,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro04_F033.npy,0,1.;0.;0,0
154,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro04_M000.npy,0,0.;1.;0,0
155,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro04_M001.npy,0,0.;1.;0,1
156,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro04_M002.npy,0,0.;1.;0,0
157,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro04_M003.npy,0,0.;1.;0,0
158,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro04_M004.npy,0,0.;1.;0,0
159,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro04_M005.npy,0,0.;1.;0,0
160,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro04_M006.npy,0,0.;1.;0,0
161,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro04_M007.npy,0,0.;0.5;0.,0
162,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro04_M008.npy,0,0.;1.;0,0
163,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro04_M009.npy,0,0.;1.;0,0
164,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro04_M010.npy,0,0.;1.;0,0
165,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro04_M011.npy,0,0.;1.;0,0
166,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro04_M012.npy,0,0.;1.;0,1
167,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro04_M013.npy,0,0.;1.;0,0
168,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro04_M014.npy,0,0.;0.5;0.,0
169,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro04_M015.npy,0,0.5;0.5;0.,0
170,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro04_M016.npy,0,0.;1.;0,1
171,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro04_M017.npy,0,0.;1.;0,1
172,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro04_M018.npy,0,0.;1.;0,0
173,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro04_M019.npy,0,0.;1.;0,0
174,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro04_M020.npy,0,0.;1.;0,0
175,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro04_M021.npy,0,0.;0.5;0.,0
176,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro04_M022.npy,0,0.;1.;0,0
177,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro04_M023.npy,0,0.5;0.5;0.,0
178,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro04_M024.npy,0,0.;1.;0,0
179,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro04_M025.npy,0,0.;1.;0,1
180,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro04_M026.npy,0,0.;0.5;0.,0
181,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro04_M027.npy,0,0.;0.5;0.,0
182,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro04_M028.npy,0,0.;1.;0,0
183,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro04_M029.npy,0,0.5;0.5;0.,0
184,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro04_M030.npy,0,0.5;0.5;0.,1
185,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro04_M031.npy,0,0.;1.;0,0
186,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro04_M032.npy,0,0.5;0.5;0.,0
187,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro04_M033.npy,0,0.5;0.5;0.,0
188,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro04_M034.npy,0,0.5;0.5;0.,0
189,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro04_M035.npy,0,1.;0.;0,1
190,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro04_M036.npy,0,0.5;0.5;0.,0
191,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro05_F000.npy,0,0.;0.;1,0
192,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro05_F001.npy,0,1.;0.;0,0
193,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro05_F002.npy,0,0.5;0.5;0.,0
194,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro05_F003.npy,0,1.;0.;0,0
195,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro05_F004.npy,0,1.;0.;0,0
196,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro05_F005.npy,0,0.5;0.5;0.,0
197,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro05_F006.npy,0,0.5;0.5;0.,0
198,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro05_F007.npy,0,0.5;0.5;0.,0
199,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro05_F008.npy,0,0.5;0.5;0.,1
200,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro05_F009.npy,0,0.5;0.5;0.,0
201,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro05_F010.npy,0,1.;0.;0,1
202,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro05_F011.npy,0,1.;0.;0,0
203,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro05_F012.npy,0,0.5;0.5;0.,0
204,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro05_F013.npy,0,0.5;0.5;0.,0
205,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro05_F014.npy,0,1.;0.;0,1
206,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro05_F015.npy,0,1.;0.;0,1
207,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro05_F016.npy,0,1.;0.;0,0
208,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro05_F017.npy,0,1.;0.;0,0
209,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro05_F018.npy,0,1.;0.;0,0
210,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro05_F019.npy,0,1.;0.;0,0
211,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro05_F020.npy,0,1.;0.;0,0
212,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro05_F021.npy,0,1.;0.;0,1
213,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro05_F022.npy,0,1.;0.;0,1
214,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro05_F023.npy,0,0.5;0.5;0.,0
215,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro05_F024.npy,0,0.5;0.5;0.,0
216,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro05_F025.npy,0,1.;0.;0,0
217,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro05_F026.npy,0,0.5;0.5;0.,0
218,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro05_F027.npy,0,0.5;0.5;0.,0
219,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro05_F028.npy,0,0.5;0.5;0.,0
220,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro05_F029.npy,0,1.;0.;0,0
221,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro05_F030.npy,0,0.5;0.5;0.,0
222,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro05_M000.npy,0,0.;0.;1,0
223,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro05_M001.npy,0,0.;0.;1,0
224,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro05_M002.npy,0,0.;0.;1,0
225,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro05_M003.npy,0,0.;0.;1,0
226,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro05_M004.npy,0,0.;0.5;0.,0
227,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro05_M005.npy,0,0.;0.5;0.,0
228,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro05_M006.npy,0,0.;0.5;0.,1
229,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro05_M007.npy,0,0.;0.5;0.,0
230,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro05_M008.npy,0,0.;1.;0,0
231,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro05_M009.npy,0,0.5;0.5;0.,1
232,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro05_M010.npy,0,0.5;0.5;0.,0
233,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro05_M011.npy,0,0.5;0.5;0.,0
234,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro05_M012.npy,0,0.5;0.5;0.,0
235,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro05_M013.npy,0,0.5;0.5;0.,0
236,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro05_M014.npy,0,0.5;0.5;0.,1
237,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro05_M015.npy,0,0.5;0.5;0.,1
238,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro05_M016.npy,0,0.5;0.5;0.,1
239,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro05_M017.npy,0,0.5;0.5;0.,1
240,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro05_M018.npy,0,0.;1.;0,0
241,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro05_M019.npy,0,0.5;0.5;0.,1
242,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro05_M020.npy,0,0.5;0.5;0.,1
243,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro05_M021.npy,0,0.5;0.5;0.,0
244,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro05_M022.npy,0,0.5;0.5;0.,0
245,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro05_M023.npy,0,0.5;0.5;0.,0
246,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro05_M024.npy,0,0.5;0.5;0.,0
247,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro05_M025.npy,0,0.5;0.5;0.,0
248,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro05_M026.npy,0,0.5;0.5;0.,0
249,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro05_M027.npy,0,0.5;0.5;0.,0
250,/z/lancelcy/data/orig/iemocap/mfbs/Ses01F_impro05_M028.npy,0,0.5;0.5;0.,0
