,features,dataset,emotion,validation,valence
36,/z/lancelcy/PRIORI_Emotion/mfbs/49307.npy,0,1;0;0,0,0
37,/z/lancelcy/PRIORI_Emotion/mfbs/49311.npy,0,1;0;0,0,0
38,/z/lancelcy/PRIORI_Emotion/mfbs/49314.npy,0,0;1;0,0,1
39,/z/lancelcy/PRIORI_Emotion/mfbs/49316.npy,0,1;0;0,0,0
40,/z/lancelcy/PRIORI_Emotion/mfbs/49318.npy,0,0;1;0,0,1
41,/z/lancelcy/PRIORI_Emotion/mfbs/49320.npy,0,0;1;0,0,1
42,/z/lancelcy/PRIORI_Emotion/mfbs/49321.npy,0,0;1;0,0,1
43,/z/lancelcy/PRIORI_Emotion/mfbs/49322.npy,0,0;1;0,0,1
44,/z/lancelcy/PRIORI_Emotion/mfbs/49323.npy,0,0;0;1,0,2
45,/z/lancelcy/PRIORI_Emotion/mfbs/49327.npy,0,0;1;0,0,1
46,/z/lancelcy/PRIORI_Emotion/mfbs/49331.npy,0,0;0;1,0,2
47,/z/lancelcy/PRIORI_Emotion/mfbs/49332.npy,0,0;1;0,0,1
48,/z/lancelcy/PRIORI_Emotion/mfbs/49333.npy,0,1;0;0,0,0
49,/z/lancelcy/PRIORI_Emotion/mfbs/49335.npy,0,0;1;0,0,1
50,/z/lancelcy/PRIORI_Emotion/mfbs/49340.npy,0,0;1;0,0,1
51,/z/lancelcy/PRIORI_Emotion/mfbs/49348.npy,0,0;1;0,0,1
52,/z/lancelcy/PRIORI_Emotion/mfbs/49349.npy,0,1;0;0,0,0
53,/z/lancelcy/PRIORI_Emotion/mfbs/49350.npy,0,1;0;0,0,0
54,/z/lancelcy/PRIORI_Emotion/mfbs/49352.npy,0,0;1;0,0,1
55,/z/lancelcy/PRIORI_Emotion/mfbs/49353.npy,0,0;1;0,0,1
56,/z/lancelcy/PRIORI_Emotion/mfbs/49359.npy,0,1;0;0,0,0
57,/z/lancelcy/PRIORI_Emotion/mfbs/49362.npy,0,0;1;0,0,1
58,/z/lancelcy/PRIORI_Emotion/mfbs/49374.npy,0,0;1;0,0,1
59,/z/lancelcy/PRIORI_Emotion/mfbs/49376.npy,0,0;0;1,0,2
60,/z/lancelcy/PRIORI_Emotion/mfbs/49380.npy,0,0;1;0,0,1
61,/z/lancelcy/PRIORI_Emotion/mfbs/49393.npy,0,0;1;0,0,1
62,/z/lancelcy/PRIORI_Emotion/mfbs/49396.npy,0,0;1;0,0,1
63,/z/lancelcy/PRIORI_Emotion/mfbs/49398.npy,0,0;1;0,0,1
64,/z/lancelcy/PRIORI_Emotion/mfbs/49414.npy,0,0;1;0,0,1
65,/z/lancelcy/PRIORI_Emotion/mfbs/49416.npy,0,0;0;1,0,2
66,/z/lancelcy/PRIORI_Emotion/mfbs/49419.npy,0,1;0;0,0,0
67,/z/lancelcy/PRIORI_Emotion/mfbs/49420.npy,0,0;1;0,0,1
68,/z/lancelcy/PRIORI_Emotion/mfbs/49431.npy,0,1;0;0,0,0
69,/z/lancelcy/PRIORI_Emotion/mfbs/49433.npy,0,0;1;0,0,1
70,/z/lancelcy/PRIORI_Emotion/mfbs/49435.npy,0,0;1;0,0,1
71,/z/lancelcy/PRIORI_Emotion/mfbs/49437.npy,0,1;0;0,0,0
72,/z/lancelcy/PRIORI_Emotion/mfbs/49449.npy,0,0;1;0,0,1
73,/z/lancelcy/PRIORI_Emotion/mfbs/49450.npy,0,0;1;0,0,1
74,/z/lancelcy/PRIORI_Emotion/mfbs/49451.npy,0,0;1;0,0,1
75,/z/lancelcy/PRIORI_Emotion/mfbs/49453.npy,0,0;0;1,0,2
76,/z/lancelcy/PRIORI_Emotion/mfbs/49462.npy,0,0;1;0,0,1
77,/z/lancelcy/PRIORI_Emotion/mfbs/49469.npy,0,1;0;0,0,0
78,/z/lancelcy/PRIORI_Emotion/mfbs/49473.npy,0,0;1;0,0,1
79,/z/lancelcy/PRIORI_Emotion/mfbs/49474.npy,0,0;1;0,0,1
80,/z/lancelcy/PRIORI_Emotion/mfbs/49477.npy,0,0;1;0,0,1
81,/z/lancelcy/PRIORI_Emotion/mfbs/49480.npy,0,0;1;0,0,1
82,/z/lancelcy/PRIORI_Emotion/mfbs/49483.npy,0,0;1;0,0,1
83,/z/lancelcy/PRIORI_Emotion/mfbs/49485.npy,0,0;1;0,0,1
84,/z/lancelcy/PRIORI_Emotion/mfbs/49488.npy,0,0;1;0,0,1
85,/z/lancelcy/PRIORI_Emotion/mfbs/49492.npy,0,0;0;1,0,2
86,/z/lancelcy/PRIORI_Emotion/mfbs/49498.npy,0,0;1;0,0,1
87,/z/lancelcy/PRIORI_Emotion/mfbs/49501.npy,0,0;1;0,0,1
88,/z/lancelcy/PRIORI_Emotion/mfbs/49502.npy,0,0;0;1,0,2
89,/z/lancelcy/PRIORI_Emotion/mfbs/49506.npy,0,0;0;1,0,2
90,/z/lancelcy/PRIORI_Emotion/mfbs/49513.npy,0,1;0;0,0,0
91,/z/lancelcy/PRIORI_Emotion/mfbs/49518.npy,0,0;1;0,0,1
92,/z/lancelcy/PRIORI_Emotion/mfbs/49525.npy,0,0;1;0,0,1
93,/z/lancelcy/PRIORI_Emotion/mfbs/49544.npy,0,1;0;0,0,0
94,/z/lancelcy/PRIORI_Emotion/mfbs/49547.npy,0,0;1;0,0,1
95,/z/lancelcy/PRIORI_Emotion/mfbs/49553.npy,0,0;1;0,0,1
96,/z/lancelcy/PRIORI_Emotion/mfbs/49559.npy,0,0;1;0,0,1
97,/z/lancelcy/PRIORI_Emotion/mfbs/49565.npy,0,0;1;0,0,1
98,/z/lancelcy/PRIORI_Emotion/mfbs/49567.npy,0,1;0;0,0,0
99,/z/lancelcy/PRIORI_Emotion/mfbs/49568.npy,0,0;1;0,0,1
100,/z/lancelcy/PRIORI_Emotion/mfbs/49569.npy,0,0;0;1,0,2
101,/z/lancelcy/PRIORI_Emotion/mfbs/49570.npy,0,0;1;0,0,1
102,/z/lancelcy/PRIORI_Emotion/mfbs/49572.npy,0,0;1;0,0,1
103,/z/lancelcy/PRIORI_Emotion/mfbs/49574.npy,0,0;1;0,0,1
104,/z/lancelcy/PRIORI_Emotion/mfbs/49578.npy,0,1;0;0,0,0
105,/z/lancelcy/PRIORI_Emotion/mfbs/49579.npy,0,0;0;1,0,2
106,/z/lancelcy/PRIORI_Emotion/mfbs/49580.npy,0,0;1;0,0,1
107,/z/lancelcy/PRIORI_Emotion/mfbs/49590.npy,0,0;1;0,0,1
108,/z/lancelcy/PRIORI_Emotion/mfbs/49598.npy,0,0;0;1,0,2
109,/z/lancelcy/PRIORI_Emotion/mfbs/49606.npy,0,0;0;1,0,2
110,/z/lancelcy/PRIORI_Emotion/mfbs/49613.npy,0,0;1;0,0,1
111,/z/lancelcy/PRIORI_Emotion/mfbs/49614.npy,0,0;0;1,0,2
112,/z/lancelcy/PRIORI_Emotion/mfbs/49615.npy,0,0;1;0,0,1
113,/z/lancelcy/PRIORI_Emotion/mfbs/49617.npy,0,0;0;1,0,2
114,/z/lancelcy/PRIORI_Emotion/mfbs/49618.npy,0,0;1;0,0,1
115,/z/lancelcy/PRIORI_Emotion/mfbs/49622.npy,0,0;1;0,0,1
116,/z/lancelcy/PRIORI_Emotion/mfbs/49623.npy,0,0;1;0,0,1
117,/z/lancelcy/PRIORI_Emotion/mfbs/49629.npy,0,0;1;0,0,1
118,/z/lancelcy/PRIORI_Emotion/mfbs/49633.npy,0,0;1;0,0,1
119,/z/lancelcy/PRIORI_Emotion/mfbs/49634.npy,0,1;0;0,0,0
120,/z/lancelcy/PRIORI_Emotion/mfbs/49635.npy,0,0;1;0,0,1
121,/z/lancelcy/PRIORI_Emotion/mfbs/49642.npy,0,0;0;1,0,2
122,/z/lancelcy/PRIORI_Emotion/mfbs/49643.npy,0,0;1;0,0,1
123,/z/lancelcy/PRIORI_Emotion/mfbs/49647.npy,0,1;0;0,0,0
124,/z/lancelcy/PRIORI_Emotion/mfbs/49649.npy,0,0;0;1,0,2
125,/z/lancelcy/PRIORI_Emotion/mfbs/49651.npy,0,0;1;0,0,1
126,/z/lancelcy/PRIORI_Emotion/mfbs/49663.npy,0,0;1;0,0,1
127,/z/lancelcy/PRIORI_Emotion/mfbs/49675.npy,0,1;0;0,0,0
128,/z/lancelcy/PRIORI_Emotion/mfbs/49679.npy,0,0;0;1,0,2
129,/z/lancelcy/PRIORI_Emotion/mfbs/49680.npy,0,0;1;0,0,1
130,/z/lancelcy/PRIORI_Emotion/mfbs/49681.npy,0,1;0;0,0,0
131,/z/lancelcy/PRIORI_Emotion/mfbs/49682.npy,0,0;1;0,0,1
132,/z/lancelcy/PRIORI_Emotion/mfbs/49684.npy,0,0;1;0,0,1
133,/z/lancelcy/PRIORI_Emotion/mfbs/49685.npy,0,0;1;0,0,1
134,/z/lancelcy/PRIORI_Emotion/mfbs/49686.npy,0,0;0;1,0,2
135,/z/lancelcy/PRIORI_Emotion/mfbs/49689.npy,0,0;1;0,0,1
136,/z/lancelcy/PRIORI_Emotion/mfbs/49690.npy,0,0;1;0,0,1
137,/z/lancelcy/PRIORI_Emotion/mfbs/49695.npy,0,0;1;0,0,1
138,/z/lancelcy/PRIORI_Emotion/mfbs/49696.npy,0,0;1;0,0,1
139,/z/lancelcy/PRIORI_Emotion/mfbs/49698.npy,0,0;0;1,0,2
140,/z/lancelcy/PRIORI_Emotion/mfbs/49703.npy,0,0;1;0,0,1
141,/z/lancelcy/PRIORI_Emotion/mfbs/49704.npy,0,0;1;0,0,1
142,/z/lancelcy/PRIORI_Emotion/mfbs/49706.npy,0,0;1;0,0,1
143,/z/lancelcy/PRIORI_Emotion/mfbs/49708.npy,0,0;1;0,0,1
144,/z/lancelcy/PRIORI_Emotion/mfbs/49709.npy,0,0;1;0,0,1
145,/z/lancelcy/PRIORI_Emotion/mfbs/49710.npy,0,1;0;0,0,0
146,/z/lancelcy/PRIORI_Emotion/mfbs/49714.npy,0,0;0;1,0,2
147,/z/lancelcy/PRIORI_Emotion/mfbs/49715.npy,0,0;0;1,0,2
148,/z/lancelcy/PRIORI_Emotion/mfbs/49721.npy,0,1;0;0,0,0
149,/z/lancelcy/PRIORI_Emotion/mfbs/49723.npy,0,0;0;1,0,2
150,/z/lancelcy/PRIORI_Emotion/mfbs/49724.npy,0,0;1;0,0,1
151,/z/lancelcy/PRIORI_Emotion/mfbs/49726.npy,0,1;0;0,0,0
152,/z/lancelcy/PRIORI_Emotion/mfbs/49728.npy,0,1;0;0,0,0
153,/z/lancelcy/PRIORI_Emotion/mfbs/49733.npy,0,0;1;0,0,1
154,/z/lancelcy/PRIORI_Emotion/mfbs/49737.npy,0,0;1;0,0,1
155,/z/lancelcy/PRIORI_Emotion/mfbs/49745.npy,0,0;1;0,0,1
156,/z/lancelcy/PRIORI_Emotion/mfbs/49748.npy,0,0;0;1,0,2
157,/z/lancelcy/PRIORI_Emotion/mfbs/49754.npy,0,0;1;0,0,1
158,/z/lancelcy/PRIORI_Emotion/mfbs/49759.npy,0,0;1;0,0,1
159,/z/lancelcy/PRIORI_Emotion/mfbs/49763.npy,0,0;0;1,0,2
160,/z/lancelcy/PRIORI_Emotion/mfbs/49776.npy,0,0;1;0,0,1
161,/z/lancelcy/PRIORI_Emotion/mfbs/49791.npy,0,0;1;0,0,1
162,/z/lancelcy/PRIORI_Emotion/mfbs/49805.npy,0,0;1;0,0,1
163,/z/lancelcy/PRIORI_Emotion/mfbs/49808.npy,0,0;1;0,0,1
164,/z/lancelcy/PRIORI_Emotion/mfbs/49811.npy,0,1;0;0,0,0
165,/z/lancelcy/PRIORI_Emotion/mfbs/49813.npy,0,0;1;0,0,1
166,/z/lancelcy/PRIORI_Emotion/mfbs/49814.npy,0,0;1;0,0,1
167,/z/lancelcy/PRIORI_Emotion/mfbs/49835.npy,0,0;1;0,0,1
168,/z/lancelcy/PRIORI_Emotion/mfbs/49856.npy,0,0;1;0,0,1
169,/z/lancelcy/PRIORI_Emotion/mfbs/49863.npy,0,0;1;0,0,1
170,/z/lancelcy/PRIORI_Emotion/mfbs/49873.npy,0,0;0;1,0,2
171,/z/lancelcy/PRIORI_Emotion/mfbs/49878.npy,0,1;0;0,0,0
172,/z/lancelcy/PRIORI_Emotion/mfbs/49891.npy,0,0;0;1,0,2
173,/z/lancelcy/PRIORI_Emotion/mfbs/49894.npy,0,0;1;0,0,1
174,/z/lancelcy/PRIORI_Emotion/mfbs/49906.npy,0,1;0;0,0,0
175,/z/lancelcy/PRIORI_Emotion/mfbs/49911.npy,0,1;0;0,0,0
176,/z/lancelcy/PRIORI_Emotion/mfbs/49912.npy,0,1;0;0,0,0
177,/z/lancelcy/PRIORI_Emotion/mfbs/49914.npy,0,1;0;0,0,0
178,/z/lancelcy/PRIORI_Emotion/mfbs/49928.npy,0,0;1;0,0,1
179,/z/lancelcy/PRIORI_Emotion/mfbs/49936.npy,0,1;0;0,0,0
180,/z/lancelcy/PRIORI_Emotion/mfbs/49939.npy,0,1;0;0,0,0
181,/z/lancelcy/PRIORI_Emotion/mfbs/49941.npy,0,0;1;0,0,1
182,/z/lancelcy/PRIORI_Emotion/mfbs/49945.npy,0,0;1;0,0,1
183,/z/lancelcy/PRIORI_Emotion/mfbs/49949.npy,0,0;1;0,0,1
184,/z/lancelcy/PRIORI_Emotion/mfbs/49954.npy,0,0;0;1,0,2
185,/z/lancelcy/PRIORI_Emotion/mfbs/49965.npy,0,0;0;1,0,2
186,/z/lancelcy/PRIORI_Emotion/mfbs/49969.npy,0,0;0;1,0,2
187,/z/lancelcy/PRIORI_Emotion/mfbs/49970.npy,0,0;1;0,0,1
188,/z/lancelcy/PRIORI_Emotion/mfbs/49975.npy,0,1;0;0,0,0
189,/z/lancelcy/PRIORI_Emotion/mfbs/49979.npy,0,1;0;0,0,0
190,/z/lancelcy/PRIORI_Emotion/mfbs/49984.npy,0,0;0;1,0,2
191,/z/lancelcy/PRIORI_Emotion/mfbs/49998.npy,0,1;0;0,0,0
192,/z/lancelcy/PRIORI_Emotion/mfbs/50006.npy,0,0;1;0,0,1
193,/z/lancelcy/PRIORI_Emotion/mfbs/50012.npy,0,1;0;0,0,0
194,/z/lancelcy/PRIORI_Emotion/mfbs/50019.npy,0,0;1;0,0,1
195,/z/lancelcy/PRIORI_Emotion/mfbs/50021.npy,0,1;0;0,0,0
196,/z/lancelcy/PRIORI_Emotion/mfbs/50035.npy,0,1;0;0,0,0
197,/z/lancelcy/PRIORI_Emotion/mfbs/50040.npy,0,0;0;1,0,2
198,/z/lancelcy/PRIORI_Emotion/mfbs/50042.npy,0,0;1;0,0,1
199,/z/lancelcy/PRIORI_Emotion/mfbs/50052.npy,0,0;1;0,0,1
200,/z/lancelcy/PRIORI_Emotion/mfbs/50060.npy,0,0;0;1,0,2
201,/z/lancelcy/PRIORI_Emotion/mfbs/50064.npy,0,0;1;0,0,1
202,/z/lancelcy/PRIORI_Emotion/mfbs/50068.npy,0,0;0;1,0,2
203,/z/lancelcy/PRIORI_Emotion/mfbs/50080.npy,0,0;0;1,0,2
204,/z/lancelcy/PRIORI_Emotion/mfbs/50082.npy,0,1;0;0,0,0
205,/z/lancelcy/PRIORI_Emotion/mfbs/50085.npy,0,0;1;0,0,1
206,/z/lancelcy/PRIORI_Emotion/mfbs/50088.npy,0,0;0;1,0,2
207,/z/lancelcy/PRIORI_Emotion/mfbs/50090.npy,0,0;1;0,0,1
208,/z/lancelcy/PRIORI_Emotion/mfbs/50091.npy,0,1;0;0,0,0
209,/z/lancelcy/PRIORI_Emotion/mfbs/50092.npy,0,0;1;0,0,1
210,/z/lancelcy/PRIORI_Emotion/mfbs/50093.npy,0,0;0;1,0,2
211,/z/lancelcy/PRIORI_Emotion/mfbs/50094.npy,0,0;1;0,0,1
212,/z/lancelcy/PRIORI_Emotion/mfbs/50097.npy,0,1;0;0,0,0
213,/z/lancelcy/PRIORI_Emotion/mfbs/50098.npy,0,0;1;0,0,1
214,/z/lancelcy/PRIORI_Emotion/mfbs/50101.npy,0,1;0;0,0,0
215,/z/lancelcy/PRIORI_Emotion/mfbs/50102.npy,0,0;1;0,0,1
216,/z/lancelcy/PRIORI_Emotion/mfbs/50104.npy,0,0;1;0,0,1
217,/z/lancelcy/PRIORI_Emotion/mfbs/50117.npy,0,0;1;0,0,1
218,/z/lancelcy/PRIORI_Emotion/mfbs/50122.npy,0,1;0;0,0,0
219,/z/lancelcy/PRIORI_Emotion/mfbs/50124.npy,0,0;0;1,0,2
220,/z/lancelcy/PRIORI_Emotion/mfbs/50133.npy,0,0;1;0,0,1
221,/z/lancelcy/PRIORI_Emotion/mfbs/50138.npy,0,0;0;1,0,2
222,/z/lancelcy/PRIORI_Emotion/mfbs/50141.npy,0,0;0;1,0,2
223,/z/lancelcy/PRIORI_Emotion/mfbs/50143.npy,0,1;0;0,0,0
224,/z/lancelcy/PRIORI_Emotion/mfbs/50146.npy,0,0;0;1,0,2
225,/z/lancelcy/PRIORI_Emotion/mfbs/50147.npy,0,0;1;0,0,1
226,/z/lancelcy/PRIORI_Emotion/mfbs/50149.npy,0,0;0;1,0,2
227,/z/lancelcy/PRIORI_Emotion/mfbs/50154.npy,0,0;1;0,0,1
228,/z/lancelcy/PRIORI_Emotion/mfbs/50156.npy,0,0;1;0,0,1
229,/z/lancelcy/PRIORI_Emotion/mfbs/50162.npy,0,0;1;0,0,1
230,/z/lancelcy/PRIORI_Emotion/mfbs/50163.npy,0,1;0;0,0,0
231,/z/lancelcy/PRIORI_Emotion/mfbs/50164.npy,0,0;1;0,0,1
232,/z/lancelcy/PRIORI_Emotion/mfbs/50171.npy,0,1;0;0,0,0
233,/z/lancelcy/PRIORI_Emotion/mfbs/50173.npy,0,0;1;0,0,1
234,/z/lancelcy/PRIORI_Emotion/mfbs/50174.npy,0,0;0;1,0,2
235,/z/lancelcy/PRIORI_Emotion/mfbs/50177.npy,0,0;1;0,0,1
236,/z/lancelcy/PRIORI_Emotion/mfbs/50181.npy,0,0;1;0,0,1
237,/z/lancelcy/PRIORI_Emotion/mfbs/50182.npy,0,0;1;0,0,1
238,/z/lancelcy/PRIORI_Emotion/mfbs/50183.npy,0,0;1;0,0,1
239,/z/lancelcy/PRIORI_Emotion/mfbs/50186.npy,0,1;0;0,0,0
240,/z/lancelcy/PRIORI_Emotion/mfbs/50190.npy,0,0;1;0,0,1
241,/z/lancelcy/PRIORI_Emotion/mfbs/50192.npy,0,0;1;0,0,1
242,/z/lancelcy/PRIORI_Emotion/mfbs/50197.npy,0,1;0;0,0,0
243,/z/lancelcy/PRIORI_Emotion/mfbs/50200.npy,0,1;0;0,0,0
244,/z/lancelcy/PRIORI_Emotion/mfbs/50202.npy,0,0;1;0,0,1
245,/z/lancelcy/PRIORI_Emotion/mfbs/50205.npy,0,0;1;0,0,1
246,/z/lancelcy/PRIORI_Emotion/mfbs/50208.npy,0,0;0;1,0,2
247,/z/lancelcy/PRIORI_Emotion/mfbs/50212.npy,0,1;0;0,0,0
248,/z/lancelcy/PRIORI_Emotion/mfbs/50214.npy,0,0;0;1,0,2
249,/z/lancelcy/PRIORI_Emotion/mfbs/50223.npy,0,0;1;0,0,1
250,/z/lancelcy/PRIORI_Emotion/mfbs/50224.npy,0,1;0;0,0,0
251,/z/lancelcy/PRIORI_Emotion/mfbs/50227.npy,0,0;0;1,0,2
252,/z/lancelcy/PRIORI_Emotion/mfbs/50232.npy,0,0;1;0,0,1
253,/z/lancelcy/PRIORI_Emotion/mfbs/50237.npy,0,0;0;1,0,2
254,/z/lancelcy/PRIORI_Emotion/mfbs/50244.npy,0,0;0;1,0,2
255,/z/lancelcy/PRIORI_Emotion/mfbs/50246.npy,0,0;0;1,0,2
256,/z/lancelcy/PRIORI_Emotion/mfbs/50247.npy,0,0;0;1,0,2
257,/z/lancelcy/PRIORI_Emotion/mfbs/50255.npy,0,1;0;0,0,0
258,/z/lancelcy/PRIORI_Emotion/mfbs/50256.npy,0,1;0;0,0,0
259,/z/lancelcy/PRIORI_Emotion/mfbs/50262.npy,0,0;1;0,0,1
260,/z/lancelcy/PRIORI_Emotion/mfbs/50268.npy,0,0;1;0,0,1
261,/z/lancelcy/PRIORI_Emotion/mfbs/50269.npy,0,0;1;0,0,1
262,/z/lancelcy/PRIORI_Emotion/mfbs/50275.npy,0,0;1;0,0,1
263,/z/lancelcy/PRIORI_Emotion/mfbs/50277.npy,0,0;1;0,0,1
264,/z/lancelcy/PRIORI_Emotion/mfbs/50290.npy,0,0;1;0,0,1
265,/z/lancelcy/PRIORI_Emotion/mfbs/50291.npy,0,0;1;0,0,1
266,/z/lancelcy/PRIORI_Emotion/mfbs/50292.npy,0,0;1;0,0,1
267,/z/lancelcy/PRIORI_Emotion/mfbs/50294.npy,0,0;1;0,0,1
268,/z/lancelcy/PRIORI_Emotion/mfbs/50302.npy,0,1;0;0,0,0
269,/z/lancelcy/PRIORI_Emotion/mfbs/50303.npy,0,0;0;1,0,2
270,/z/lancelcy/PRIORI_Emotion/mfbs/50305.npy,0,0;1;0,0,1
271,/z/lancelcy/PRIORI_Emotion/mfbs/50306.npy,0,0;0;1,0,2
272,/z/lancelcy/PRIORI_Emotion/mfbs/50311.npy,0,0;1;0,0,1
273,/z/lancelcy/PRIORI_Emotion/mfbs/50312.npy,0,0;0;1,0,2
274,/z/lancelcy/PRIORI_Emotion/mfbs/50313.npy,0,0;1;0,0,1
275,/z/lancelcy/PRIORI_Emotion/mfbs/50317.npy,0,0;1;0,0,1
276,/z/lancelcy/PRIORI_Emotion/mfbs/50320.npy,0,0;1;0,0,1
277,/z/lancelcy/PRIORI_Emotion/mfbs/50326.npy,0,0;0;1,0,2
278,/z/lancelcy/PRIORI_Emotion/mfbs/50329.npy,0,0;1;0,0,1
279,/z/lancelcy/PRIORI_Emotion/mfbs/50334.npy,0,0;1;0,0,1
280,/z/lancelcy/PRIORI_Emotion/mfbs/50346.npy,0,1;0;0,0,0
281,/z/lancelcy/PRIORI_Emotion/mfbs/50351.npy,0,0;1;0,0,1
282,/z/lancelcy/PRIORI_Emotion/mfbs/50354.npy,0,0;0;1,0,2
283,/z/lancelcy/PRIORI_Emotion/mfbs/50355.npy,0,0;0;1,0,2
284,/z/lancelcy/PRIORI_Emotion/mfbs/50358.npy,0,0;0;1,0,2
285,/z/lancelcy/PRIORI_Emotion/mfbs/50360.npy,0,0;1;0,0,1
286,/z/lancelcy/PRIORI_Emotion/mfbs/50361.npy,0,0;1;0,0,1
287,/z/lancelcy/PRIORI_Emotion/mfbs/50370.npy,0,0;1;0,0,1
288,/z/lancelcy/PRIORI_Emotion/mfbs/50373.npy,0,0;1;0,0,1
289,/z/lancelcy/PRIORI_Emotion/mfbs/50380.npy,0,0;0;1,0,2
290,/z/lancelcy/PRIORI_Emotion/mfbs/50384.npy,0,0;0;1,0,2
291,/z/lancelcy/PRIORI_Emotion/mfbs/50391.npy,0,1;0;0,0,0
292,/z/lancelcy/PRIORI_Emotion/mfbs/50397.npy,0,0;1;0,0,1
293,/z/lancelcy/PRIORI_Emotion/mfbs/50401.npy,0,0;1;0,0,1
294,/z/lancelcy/PRIORI_Emotion/mfbs/50402.npy,0,0;0;1,0,2
295,/z/lancelcy/PRIORI_Emotion/mfbs/50413.npy,0,0;1;0,0,1
296,/z/lancelcy/PRIORI_Emotion/mfbs/50419.npy,0,0;1;0,0,1
297,/z/lancelcy/PRIORI_Emotion/mfbs/50420.npy,0,1;0;0,0,0
298,/z/lancelcy/PRIORI_Emotion/mfbs/50421.npy,0,1;0;0,0,0
299,/z/lancelcy/PRIORI_Emotion/mfbs/50423.npy,0,0;1;0,0,1
300,/z/lancelcy/PRIORI_Emotion/mfbs/50425.npy,0,0;1;0,0,1
301,/z/lancelcy/PRIORI_Emotion/mfbs/50430.npy,0,0;1;0,0,1
302,/z/lancelcy/PRIORI_Emotion/mfbs/50431.npy,0,0;0;1,0,2
303,/z/lancelcy/PRIORI_Emotion/mfbs/50432.npy,0,1;0;0,0,0
304,/z/lancelcy/PRIORI_Emotion/mfbs/50448.npy,0,1;0;0,0,0
305,/z/lancelcy/PRIORI_Emotion/mfbs/50449.npy,0,1;0;0,0,0
306,/z/lancelcy/PRIORI_Emotion/mfbs/50452.npy,0,0;1;0,0,1
307,/z/lancelcy/PRIORI_Emotion/mfbs/50459.npy,0,0;0;1,0,2
308,/z/lancelcy/PRIORI_Emotion/mfbs/50465.npy,0,0;1;0,0,1
309,/z/lancelcy/PRIORI_Emotion/mfbs/50479.npy,0,0;1;0,0,1
