,features
910,/z/lancelcy/R21/mfbs/1762.npy
911,/z/lancelcy/R21/mfbs/1769.npy
913,/z/lancelcy/R21/mfbs/1779.npy
914,/z/lancelcy/R21/mfbs/1780.npy
915,/z/lancelcy/R21/mfbs/1781.npy
916,/z/lancelcy/R21/mfbs/1784.npy
917,/z/lancelcy/R21/mfbs/1785.npy
918,/z/lancelcy/R21/mfbs/1786.npy
919,/z/lancelcy/R21/mfbs/1787.npy
920,/z/lancelcy/R21/mfbs/1788.npy
921,/z/lancelcy/R21/mfbs/1789.npy
922,/z/lancelcy/R21/mfbs/1790.npy
923,/z/lancelcy/R21/mfbs/1792.npy
924,/z/lancelcy/R21/mfbs/1793.npy
925,/z/lancelcy/R21/mfbs/1795.npy
926,/z/lancelcy/R21/mfbs/1799.npy
927,/z/lancelcy/R21/mfbs/1801.npy
928,/z/lancelcy/R21/mfbs/1802.npy
929,/z/lancelcy/R21/mfbs/1804.npy
930,/z/lancelcy/R21/mfbs/1805.npy
931,/z/lancelcy/R21/mfbs/1807.npy
932,/z/lancelcy/R21/mfbs/1809.npy
1123,/z/lancelcy/R21/mfbs/2076.npy
1124,/z/lancelcy/R21/mfbs/2079.npy
1125,/z/lancelcy/R21/mfbs/2080.npy
1126,/z/lancelcy/R21/mfbs/2085.npy
1127,/z/lancelcy/R21/mfbs/2087.npy
1128,/z/lancelcy/R21/mfbs/2089.npy
1129,/z/lancelcy/R21/mfbs/2093.npy
1131,/z/lancelcy/R21/mfbs/2098.npy
1134,/z/lancelcy/R21/mfbs/2114.npy
1135,/z/lancelcy/R21/mfbs/2119.npy
1136,/z/lancelcy/R21/mfbs/2122.npy
1138,/z/lancelcy/R21/mfbs/2125.npy
1139,/z/lancelcy/R21/mfbs/2126.npy
1140,/z/lancelcy/R21/mfbs/2177.npy
1141,/z/lancelcy/R21/mfbs/2179.npy
1144,/z/lancelcy/R21/mfbs/2186.npy
1145,/z/lancelcy/R21/mfbs/2187.npy
1147,/z/lancelcy/R21/mfbs/2190.npy
1148,/z/lancelcy/R21/mfbs/2195.npy
1149,/z/lancelcy/R21/mfbs/2196.npy
1151,/z/lancelcy/R21/mfbs/2200.npy
1153,/z/lancelcy/R21/mfbs/2203.npy
1155,/z/lancelcy/R21/mfbs/2206.npy
1157,/z/lancelcy/R21/mfbs/2210.npy
1158,/z/lancelcy/R21/mfbs/2216.npy
1159,/z/lancelcy/R21/mfbs/2217.npy
1160,/z/lancelcy/R21/mfbs/2223.npy
1162,/z/lancelcy/R21/mfbs/2233.npy
1163,/z/lancelcy/R21/mfbs/2239.npy
1164,/z/lancelcy/R21/mfbs/2242.npy
1165,/z/lancelcy/R21/mfbs/2248.npy
1166,/z/lancelcy/R21/mfbs/2249.npy
1167,/z/lancelcy/R21/mfbs/2253.npy
1169,/z/lancelcy/R21/mfbs/2259.npy
1171,/z/lancelcy/R21/mfbs/2270.npy
1173,/z/lancelcy/R21/mfbs/2282.npy
1174,/z/lancelcy/R21/mfbs/2283.npy
1175,/z/lancelcy/R21/mfbs/2284.npy
1176,/z/lancelcy/R21/mfbs/2285.npy
1177,/z/lancelcy/R21/mfbs/2286.npy
1178,/z/lancelcy/R21/mfbs/2287.npy
1179,/z/lancelcy/R21/mfbs/2289.npy
1180,/z/lancelcy/R21/mfbs/2290.npy
1181,/z/lancelcy/R21/mfbs/2291.npy
1183,/z/lancelcy/R21/mfbs/2293.npy
1184,/z/lancelcy/R21/mfbs/2294.npy
1185,/z/lancelcy/R21/mfbs/2295.npy
1186,/z/lancelcy/R21/mfbs/2296.npy
1187,/z/lancelcy/R21/mfbs/2298.npy
1190,/z/lancelcy/R21/mfbs/2301.npy
1191,/z/lancelcy/R21/mfbs/2302.npy
1195,/z/lancelcy/R21/mfbs/2313.npy
1196,/z/lancelcy/R21/mfbs/2314.npy
1197,/z/lancelcy/R21/mfbs/2315.npy
1198,/z/lancelcy/R21/mfbs/2316.npy
1200,/z/lancelcy/R21/mfbs/2318.npy
1201,/z/lancelcy/R21/mfbs/2323.npy
1202,/z/lancelcy/R21/mfbs/2325.npy
1203,/z/lancelcy/R21/mfbs/2326.npy
1204,/z/lancelcy/R21/mfbs/2327.npy
1205,/z/lancelcy/R21/mfbs/2328.npy
1206,/z/lancelcy/R21/mfbs/2329.npy
1207,/z/lancelcy/R21/mfbs/2330.npy
1208,/z/lancelcy/R21/mfbs/2331.npy
1209,/z/lancelcy/R21/mfbs/2332.npy
1211,/z/lancelcy/R21/mfbs/2335.npy
1212,/z/lancelcy/R21/mfbs/2336.npy
1213,/z/lancelcy/R21/mfbs/2337.npy
1215,/z/lancelcy/R21/mfbs/2339.npy
1216,/z/lancelcy/R21/mfbs/2352.npy
1218,/z/lancelcy/R21/mfbs/2354.npy
1220,/z/lancelcy/R21/mfbs/2357.npy
1222,/z/lancelcy/R21/mfbs/2360.npy
1225,/z/lancelcy/R21/mfbs/2365.npy
1226,/z/lancelcy/R21/mfbs/2367.npy
1229,/z/lancelcy/R21/mfbs/2394.npy
1230,/z/lancelcy/R21/mfbs/2395.npy
1233,/z/lancelcy/R21/mfbs/2401.npy
1234,/z/lancelcy/R21/mfbs/2402.npy
1235,/z/lancelcy/R21/mfbs/2403.npy
1237,/z/lancelcy/R21/mfbs/2405.npy
1238,/z/lancelcy/R21/mfbs/2406.npy
1239,/z/lancelcy/R21/mfbs/2407.npy
1240,/z/lancelcy/R21/mfbs/2408.npy
1242,/z/lancelcy/R21/mfbs/2412.npy
1244,/z/lancelcy/R21/mfbs/2420.npy
1245,/z/lancelcy/R21/mfbs/2421.npy
1246,/z/lancelcy/R21/mfbs/2422.npy
1247,/z/lancelcy/R21/mfbs/2423.npy
1248,/z/lancelcy/R21/mfbs/2428.npy
1249,/z/lancelcy/R21/mfbs/2429.npy
1250,/z/lancelcy/R21/mfbs/2430.npy
1252,/z/lancelcy/R21/mfbs/2440.npy
1253,/z/lancelcy/R21/mfbs/2465.npy
1255,/z/lancelcy/R21/mfbs/2472.npy
1256,/z/lancelcy/R21/mfbs/2473.npy
1257,/z/lancelcy/R21/mfbs/2474.npy
1258,/z/lancelcy/R21/mfbs/2475.npy
1259,/z/lancelcy/R21/mfbs/2476.npy
1261,/z/lancelcy/R21/mfbs/2479.npy
1262,/z/lancelcy/R21/mfbs/2480.npy
1264,/z/lancelcy/R21/mfbs/2482.npy
1265,/z/lancelcy/R21/mfbs/2483.npy
1266,/z/lancelcy/R21/mfbs/2484.npy
1267,/z/lancelcy/R21/mfbs/2485.npy
1268,/z/lancelcy/R21/mfbs/2486.npy
1270,/z/lancelcy/R21/mfbs/2488.npy
1273,/z/lancelcy/R21/mfbs/2491.npy
1274,/z/lancelcy/R21/mfbs/2492.npy
1275,/z/lancelcy/R21/mfbs/2493.npy
1276,/z/lancelcy/R21/mfbs/2494.npy
1277,/z/lancelcy/R21/mfbs/2495.npy
1278,/z/lancelcy/R21/mfbs/2498.npy
1279,/z/lancelcy/R21/mfbs/2509.npy
1280,/z/lancelcy/R21/mfbs/2512.npy
1282,/z/lancelcy/R21/mfbs/2515.npy
1283,/z/lancelcy/R21/mfbs/2516.npy
1284,/z/lancelcy/R21/mfbs/2517.npy
1285,/z/lancelcy/R21/mfbs/2518.npy
1286,/z/lancelcy/R21/mfbs/2522.npy
1287,/z/lancelcy/R21/mfbs/2529.npy
1288,/z/lancelcy/R21/mfbs/2531.npy
1290,/z/lancelcy/R21/mfbs/2533.npy
1291,/z/lancelcy/R21/mfbs/2534.npy
1292,/z/lancelcy/R21/mfbs/2535.npy
1294,/z/lancelcy/R21/mfbs/2538.npy
1296,/z/lancelcy/R21/mfbs/2543.npy
1297,/z/lancelcy/R21/mfbs/2555.npy
1298,/z/lancelcy/R21/mfbs/2564.npy
1299,/z/lancelcy/R21/mfbs/2566.npy
1300,/z/lancelcy/R21/mfbs/2578.npy
1302,/z/lancelcy/R21/mfbs/2582.npy
1303,/z/lancelcy/R21/mfbs/2583.npy
1304,/z/lancelcy/R21/mfbs/2584.npy
1306,/z/lancelcy/R21/mfbs/2595.npy
1307,/z/lancelcy/R21/mfbs/2598.npy
1309,/z/lancelcy/R21/mfbs/2619.npy
1310,/z/lancelcy/R21/mfbs/2624.npy
1311,/z/lancelcy/R21/mfbs/2630.npy
1312,/z/lancelcy/R21/mfbs/2633.npy
1313,/z/lancelcy/R21/mfbs/2642.npy
1314,/z/lancelcy/R21/mfbs/2645.npy
1315,/z/lancelcy/R21/mfbs/2665.npy
1317,/z/lancelcy/R21/mfbs/2667.npy
1318,/z/lancelcy/R21/mfbs/2668.npy
1320,/z/lancelcy/R21/mfbs/2670.npy
1321,/z/lancelcy/R21/mfbs/2672.npy
1322,/z/lancelcy/R21/mfbs/2673.npy
1323,/z/lancelcy/R21/mfbs/2674.npy
1324,/z/lancelcy/R21/mfbs/2675.npy
1325,/z/lancelcy/R21/mfbs/2694.npy
1326,/z/lancelcy/R21/mfbs/2696.npy
1327,/z/lancelcy/R21/mfbs/2697.npy
1332,/z/lancelcy/R21/mfbs/2723.npy
1333,/z/lancelcy/R21/mfbs/2724.npy
1334,/z/lancelcy/R21/mfbs/2727.npy
1335,/z/lancelcy/R21/mfbs/2729.npy
1336,/z/lancelcy/R21/mfbs/2733.npy
1340,/z/lancelcy/R21/mfbs/2756.npy
1343,/z/lancelcy/R21/mfbs/2768.npy
1344,/z/lancelcy/R21/mfbs/2770.npy
1345,/z/lancelcy/R21/mfbs/2771.npy
1346,/z/lancelcy/R21/mfbs/2772.npy
1347,/z/lancelcy/R21/mfbs/2773.npy
1348,/z/lancelcy/R21/mfbs/2783.npy
1349,/z/lancelcy/R21/mfbs/2784.npy
1350,/z/lancelcy/R21/mfbs/2792.npy
1351,/z/lancelcy/R21/mfbs/2795.npy
1352,/z/lancelcy/R21/mfbs/2803.npy
1353,/z/lancelcy/R21/mfbs/2806.npy
1354,/z/lancelcy/R21/mfbs/2807.npy
1356,/z/lancelcy/R21/mfbs/2809.npy
1358,/z/lancelcy/R21/mfbs/2811.npy
1359,/z/lancelcy/R21/mfbs/2812.npy
1360,/z/lancelcy/R21/mfbs/2813.npy
1361,/z/lancelcy/R21/mfbs/2814.npy
1362,/z/lancelcy/R21/mfbs/2818.npy
1363,/z/lancelcy/R21/mfbs/2820.npy
1365,/z/lancelcy/R21/mfbs/2822.npy
1366,/z/lancelcy/R21/mfbs/2823.npy
1367,/z/lancelcy/R21/mfbs/2824.npy
1368,/z/lancelcy/R21/mfbs/2825.npy
1369,/z/lancelcy/R21/mfbs/2831.npy
1370,/z/lancelcy/R21/mfbs/2837.npy
1371,/z/lancelcy/R21/mfbs/2839.npy
1372,/z/lancelcy/R21/mfbs/2840.npy
1373,/z/lancelcy/R21/mfbs/2843.npy
1374,/z/lancelcy/R21/mfbs/2844.npy
1375,/z/lancelcy/R21/mfbs/2845.npy
1376,/z/lancelcy/R21/mfbs/2846.npy
1377,/z/lancelcy/R21/mfbs/2847.npy
1378,/z/lancelcy/R21/mfbs/2848.npy
1381,/z/lancelcy/R21/mfbs/2851.npy
1383,/z/lancelcy/R21/mfbs/2853.npy
1385,/z/lancelcy/R21/mfbs/2855.npy
1386,/z/lancelcy/R21/mfbs/2856.npy
1387,/z/lancelcy/R21/mfbs/2857.npy
1388,/z/lancelcy/R21/mfbs/2858.npy
1389,/z/lancelcy/R21/mfbs/2860.npy
1390,/z/lancelcy/R21/mfbs/2866.npy
1391,/z/lancelcy/R21/mfbs/2868.npy
1392,/z/lancelcy/R21/mfbs/2871.npy
1393,/z/lancelcy/R21/mfbs/2873.npy
1395,/z/lancelcy/R21/mfbs/2875.npy
1396,/z/lancelcy/R21/mfbs/2876.npy
1397,/z/lancelcy/R21/mfbs/2877.npy
1398,/z/lancelcy/R21/mfbs/2878.npy
1399,/z/lancelcy/R21/mfbs/2879.npy
1400,/z/lancelcy/R21/mfbs/2880.npy
1401,/z/lancelcy/R21/mfbs/2881.npy
1402,/z/lancelcy/R21/mfbs/2882.npy
1403,/z/lancelcy/R21/mfbs/2883.npy
1404,/z/lancelcy/R21/mfbs/2884.npy
1405,/z/lancelcy/R21/mfbs/2885.npy
1407,/z/lancelcy/R21/mfbs/2887.npy
1408,/z/lancelcy/R21/mfbs/2888.npy
1409,/z/lancelcy/R21/mfbs/2889.npy
1410,/z/lancelcy/R21/mfbs/2890.npy
1411,/z/lancelcy/R21/mfbs/2891.npy
1412,/z/lancelcy/R21/mfbs/2892.npy
1413,/z/lancelcy/R21/mfbs/2893.npy
1414,/z/lancelcy/R21/mfbs/2895.npy
1415,/z/lancelcy/R21/mfbs/2896.npy
1417,/z/lancelcy/R21/mfbs/2898.npy
1419,/z/lancelcy/R21/mfbs/2900.npy
1420,/z/lancelcy/R21/mfbs/2901.npy
1421,/z/lancelcy/R21/mfbs/2902.npy
1426,/z/lancelcy/R21/mfbs/2908.npy
1427,/z/lancelcy/R21/mfbs/2909.npy
1428,/z/lancelcy/R21/mfbs/2910.npy
1429,/z/lancelcy/R21/mfbs/2911.npy
1430,/z/lancelcy/R21/mfbs/2912.npy
1431,/z/lancelcy/R21/mfbs/2913.npy
1432,/z/lancelcy/R21/mfbs/2914.npy
1434,/z/lancelcy/R21/mfbs/2916.npy
1436,/z/lancelcy/R21/mfbs/2918.npy
1437,/z/lancelcy/R21/mfbs/2919.npy
1438,/z/lancelcy/R21/mfbs/2920.npy
1439,/z/lancelcy/R21/mfbs/2921.npy
1440,/z/lancelcy/R21/mfbs/2922.npy
1441,/z/lancelcy/R21/mfbs/2923.npy
1443,/z/lancelcy/R21/mfbs/2925.npy
1444,/z/lancelcy/R21/mfbs/2926.npy
1445,/z/lancelcy/R21/mfbs/2927.npy
1446,/z/lancelcy/R21/mfbs/2928.npy
1447,/z/lancelcy/R21/mfbs/2929.npy
1448,/z/lancelcy/R21/mfbs/2930.npy
1450,/z/lancelcy/R21/mfbs/2932.npy
1451,/z/lancelcy/R21/mfbs/2933.npy
1453,/z/lancelcy/R21/mfbs/2935.npy
1455,/z/lancelcy/R21/mfbs/2937.npy
1456,/z/lancelcy/R21/mfbs/2938.npy
1457,/z/lancelcy/R21/mfbs/2939.npy
1458,/z/lancelcy/R21/mfbs/2940.npy
1459,/z/lancelcy/R21/mfbs/2941.npy
1461,/z/lancelcy/R21/mfbs/2943.npy
1462,/z/lancelcy/R21/mfbs/2944.npy
1463,/z/lancelcy/R21/mfbs/2945.npy
1464,/z/lancelcy/R21/mfbs/2949.npy
1466,/z/lancelcy/R21/mfbs/2952.npy
1467,/z/lancelcy/R21/mfbs/2953.npy
1468,/z/lancelcy/R21/mfbs/2956.npy
1469,/z/lancelcy/R21/mfbs/2957.npy
1470,/z/lancelcy/R21/mfbs/2958.npy
1472,/z/lancelcy/R21/mfbs/2960.npy
1473,/z/lancelcy/R21/mfbs/2963.npy
1475,/z/lancelcy/R21/mfbs/2965.npy
1476,/z/lancelcy/R21/mfbs/2966.npy
1479,/z/lancelcy/R21/mfbs/2969.npy
1481,/z/lancelcy/R21/mfbs/2971.npy
1482,/z/lancelcy/R21/mfbs/2972.npy
1484,/z/lancelcy/R21/mfbs/2974.npy
1485,/z/lancelcy/R21/mfbs/2977.npy
1486,/z/lancelcy/R21/mfbs/2978.npy
1487,/z/lancelcy/R21/mfbs/2980.npy
1489,/z/lancelcy/R21/mfbs/2983.npy
1494,/z/lancelcy/R21/mfbs/2998.npy
1495,/z/lancelcy/R21/mfbs/2999.npy
1496,/z/lancelcy/R21/mfbs/3000.npy
1497,/z/lancelcy/R21/mfbs/3001.npy
1498,/z/lancelcy/R21/mfbs/3002.npy
1499,/z/lancelcy/R21/mfbs/3003.npy
1500,/z/lancelcy/R21/mfbs/3005.npy
1501,/z/lancelcy/R21/mfbs/3006.npy
1504,/z/lancelcy/R21/mfbs/3010.npy
1506,/z/lancelcy/R21/mfbs/3012.npy
1507,/z/lancelcy/R21/mfbs/3013.npy
1508,/z/lancelcy/R21/mfbs/3014.npy
1510,/z/lancelcy/R21/mfbs/3016.npy
1511,/z/lancelcy/R21/mfbs/3017.npy
1512,/z/lancelcy/R21/mfbs/3018.npy
1513,/z/lancelcy/R21/mfbs/3020.npy
1515,/z/lancelcy/R21/mfbs/3022.npy
1516,/z/lancelcy/R21/mfbs/3023.npy
1517,/z/lancelcy/R21/mfbs/3024.npy
1518,/z/lancelcy/R21/mfbs/3025.npy
1519,/z/lancelcy/R21/mfbs/3026.npy
1520,/z/lancelcy/R21/mfbs/3027.npy
1521,/z/lancelcy/R21/mfbs/3028.npy
1522,/z/lancelcy/R21/mfbs/3029.npy
1523,/z/lancelcy/R21/mfbs/3030.npy
1525,/z/lancelcy/R21/mfbs/3032.npy
1526,/z/lancelcy/R21/mfbs/3034.npy
1527,/z/lancelcy/R21/mfbs/3035.npy
1528,/z/lancelcy/R21/mfbs/3036.npy
1530,/z/lancelcy/R21/mfbs/3038.npy
1531,/z/lancelcy/R21/mfbs/3039.npy
1532,/z/lancelcy/R21/mfbs/3040.npy
1533,/z/lancelcy/R21/mfbs/3041.npy
1534,/z/lancelcy/R21/mfbs/3042.npy
1535,/z/lancelcy/R21/mfbs/3043.npy
1537,/z/lancelcy/R21/mfbs/3045.npy
1538,/z/lancelcy/R21/mfbs/3046.npy
1539,/z/lancelcy/R21/mfbs/3047.npy
1540,/z/lancelcy/R21/mfbs/3048.npy
1541,/z/lancelcy/R21/mfbs/3050.npy
1543,/z/lancelcy/R21/mfbs/3053.npy
1544,/z/lancelcy/R21/mfbs/3054.npy
1545,/z/lancelcy/R21/mfbs/3063.npy
1547,/z/lancelcy/R21/mfbs/3065.npy
1548,/z/lancelcy/R21/mfbs/3066.npy
1550,/z/lancelcy/R21/mfbs/3074.npy
1551,/z/lancelcy/R21/mfbs/3076.npy
1552,/z/lancelcy/R21/mfbs/3077.npy
1553,/z/lancelcy/R21/mfbs/3079.npy
1554,/z/lancelcy/R21/mfbs/3080.npy
1556,/z/lancelcy/R21/mfbs/3082.npy
1557,/z/lancelcy/R21/mfbs/3084.npy
1558,/z/lancelcy/R21/mfbs/3086.npy
1559,/z/lancelcy/R21/mfbs/3089.npy
1561,/z/lancelcy/R21/mfbs/3092.npy
1564,/z/lancelcy/R21/mfbs/3096.npy
1566,/z/lancelcy/R21/mfbs/3100.npy
1567,/z/lancelcy/R21/mfbs/3101.npy
1568,/z/lancelcy/R21/mfbs/3102.npy
1569,/z/lancelcy/R21/mfbs/3103.npy
1570,/z/lancelcy/R21/mfbs/3104.npy
1573,/z/lancelcy/R21/mfbs/3107.npy
1574,/z/lancelcy/R21/mfbs/3108.npy
1575,/z/lancelcy/R21/mfbs/3109.npy
1576,/z/lancelcy/R21/mfbs/3110.npy
1578,/z/lancelcy/R21/mfbs/3113.npy
1581,/z/lancelcy/R21/mfbs/3139.npy
1582,/z/lancelcy/R21/mfbs/3140.npy
1583,/z/lancelcy/R21/mfbs/3142.npy
1585,/z/lancelcy/R21/mfbs/3144.npy
1586,/z/lancelcy/R21/mfbs/3145.npy
1588,/z/lancelcy/R21/mfbs/3156.npy
1590,/z/lancelcy/R21/mfbs/3159.npy
1592,/z/lancelcy/R21/mfbs/3162.npy
1593,/z/lancelcy/R21/mfbs/3168.npy
1594,/z/lancelcy/R21/mfbs/3171.npy
1595,/z/lancelcy/R21/mfbs/3177.npy
1596,/z/lancelcy/R21/mfbs/3178.npy
1597,/z/lancelcy/R21/mfbs/3179.npy
1598,/z/lancelcy/R21/mfbs/3182.npy
1599,/z/lancelcy/R21/mfbs/3183.npy
1600,/z/lancelcy/R21/mfbs/3184.npy
1603,/z/lancelcy/R21/mfbs/3187.npy
1604,/z/lancelcy/R21/mfbs/3194.npy
1607,/z/lancelcy/R21/mfbs/3232.npy
1609,/z/lancelcy/R21/mfbs/3236.npy
1610,/z/lancelcy/R21/mfbs/3237.npy
1611,/z/lancelcy/R21/mfbs/3238.npy
1613,/z/lancelcy/R21/mfbs/3240.npy
1614,/z/lancelcy/R21/mfbs/3241.npy
1618,/z/lancelcy/R21/mfbs/3245.npy
1619,/z/lancelcy/R21/mfbs/3246.npy
1620,/z/lancelcy/R21/mfbs/3247.npy
1621,/z/lancelcy/R21/mfbs/3248.npy
1622,/z/lancelcy/R21/mfbs/3249.npy
1623,/z/lancelcy/R21/mfbs/3250.npy
1624,/z/lancelcy/R21/mfbs/3251.npy
1625,/z/lancelcy/R21/mfbs/3255.npy
1626,/z/lancelcy/R21/mfbs/3262.npy
1628,/z/lancelcy/R21/mfbs/3265.npy
1629,/z/lancelcy/R21/mfbs/3266.npy
1630,/z/lancelcy/R21/mfbs/3267.npy
1631,/z/lancelcy/R21/mfbs/3268.npy
1632,/z/lancelcy/R21/mfbs/3269.npy
1633,/z/lancelcy/R21/mfbs/3270.npy
1634,/z/lancelcy/R21/mfbs/3272.npy
1635,/z/lancelcy/R21/mfbs/3274.npy
1636,/z/lancelcy/R21/mfbs/3275.npy
1637,/z/lancelcy/R21/mfbs/3276.npy
1638,/z/lancelcy/R21/mfbs/3277.npy
1640,/z/lancelcy/R21/mfbs/3280.npy
1642,/z/lancelcy/R21/mfbs/3282.npy
1643,/z/lancelcy/R21/mfbs/3284.npy
1644,/z/lancelcy/R21/mfbs/3285.npy
1646,/z/lancelcy/R21/mfbs/3289.npy
1647,/z/lancelcy/R21/mfbs/3306.npy
1648,/z/lancelcy/R21/mfbs/3307.npy
1649,/z/lancelcy/R21/mfbs/3308.npy
1650,/z/lancelcy/R21/mfbs/3309.npy
1651,/z/lancelcy/R21/mfbs/3310.npy
1652,/z/lancelcy/R21/mfbs/3311.npy
1653,/z/lancelcy/R21/mfbs/3312.npy
1654,/z/lancelcy/R21/mfbs/3313.npy
1655,/z/lancelcy/R21/mfbs/3314.npy
1656,/z/lancelcy/R21/mfbs/3315.npy
1657,/z/lancelcy/R21/mfbs/3316.npy
1658,/z/lancelcy/R21/mfbs/3317.npy
1659,/z/lancelcy/R21/mfbs/3318.npy
1660,/z/lancelcy/R21/mfbs/3319.npy
1661,/z/lancelcy/R21/mfbs/3320.npy
1662,/z/lancelcy/R21/mfbs/3321.npy
1664,/z/lancelcy/R21/mfbs/3323.npy
1665,/z/lancelcy/R21/mfbs/3324.npy
1666,/z/lancelcy/R21/mfbs/3326.npy
1669,/z/lancelcy/R21/mfbs/3329.npy
1670,/z/lancelcy/R21/mfbs/3330.npy
1671,/z/lancelcy/R21/mfbs/3331.npy
1672,/z/lancelcy/R21/mfbs/3332.npy
1673,/z/lancelcy/R21/mfbs/3334.npy
1674,/z/lancelcy/R21/mfbs/3336.npy
1676,/z/lancelcy/R21/mfbs/3338.npy
1677,/z/lancelcy/R21/mfbs/3339.npy
1679,/z/lancelcy/R21/mfbs/3341.npy
1681,/z/lancelcy/R21/mfbs/3343.npy
1682,/z/lancelcy/R21/mfbs/3344.npy
1684,/z/lancelcy/R21/mfbs/3346.npy
1685,/z/lancelcy/R21/mfbs/3347.npy
1686,/z/lancelcy/R21/mfbs/3348.npy
1687,/z/lancelcy/R21/mfbs/3349.npy
1688,/z/lancelcy/R21/mfbs/3350.npy
1689,/z/lancelcy/R21/mfbs/3351.npy
1691,/z/lancelcy/R21/mfbs/3355.npy
1693,/z/lancelcy/R21/mfbs/3358.npy
1694,/z/lancelcy/R21/mfbs/3359.npy
1695,/z/lancelcy/R21/mfbs/3360.npy
