,Unnamed: 0,exp,sub_id,segment_seconds,path,activation_arr,valence_arr,segment_id,valence,arousal
31,54,personal,1830001,2.0,/z/lancelcy/R21/mfbs/54.npy,{3|4|5|5|3},{5|5|5|5|3},54,1,0
32,55,personal,1830001,5.0,/z/lancelcy/R21/mfbs/55.npy,{4|6|3|4|4|3|4|4|4|4|4|4|4|5|4|4},{7|7|6|6|6|6|7|7|7|7|7|7|7|7|7|5},55,2,0
33,56,personal,1830001,2.0,/z/lancelcy/R21/mfbs/56.npy,{4|3|4|4|4|2},{5|5|7|6|6|6},56,2,0
34,60,personal,1830001,2.0,/z/lancelcy/R21/mfbs/60.npy,{4|6|7|6|6},{5|5|5|5|6},60,1,2
35,61,personal,1830001,11.0,/z/lancelcy/R21/mfbs/61.npy,{5|4|4|5|5|5|6|6|6|5|6},{6|6|5|6|5|6|7|7|6|6|9},61,2,1
36,62,personal,1830001,5.0,/z/lancelcy/R21/mfbs/62.npy,{4|5|3|4|4|3|4|3|4|4|6|4|4|4},{6|6|5|6|6|6|6|6|7|7|7|6|6|5},62,2,0
37,66,personal,1830001,5.0,/z/lancelcy/R21/mfbs/66.npy,{3|4|4|4|3},{4|3|4|6|3},66,0,0
38,67,personal,1830001,5.0,/z/lancelcy/R21/mfbs/67.npy,{5|4|4|4|5|4|4|4|4|3|4|3|4|5|4|5|4},{4|4|4|4|3|4|4|4|4|4|4|4|4|4|5|5|5},67,0,0
39,69,assessment,1830001,5.0,/z/lancelcy/R21/mfbs/69.npy,{3|3|3|4|2|3},{5|4|3|6|4|4},69,0,0
40,70,assessment,1830001,2.0,/z/lancelcy/R21/mfbs/70.npy,{4|2|5|4|4|3},{4|4|5|5|4|2},70,0,0
41,71,assessment,1830001,2.0,/z/lancelcy/R21/mfbs/71.npy,{3|5|4|3|3},{6|5|6|5|2},71,1,0
42,72,assessment,1830001,3.0,/z/lancelcy/R21/mfbs/72.npy,{2|4|2|3|4},{5|3|4|4|3},72,0,0
43,78,personal,1830001,2.0,/z/lancelcy/R21/mfbs/78.npy,{4|4|4|6|3},{6|8|7|8|7},78,2,0
44,79,personal,1830001,6.0,/z/lancelcy/R21/mfbs/79.npy,{6|4|6|7|6|7},{7|6|7|6|8|8},79,2,2
45,81,personal,1830001,5.0,/z/lancelcy/R21/mfbs/81.npy,{4|4|6|6|6|6},{5|6|7|7|9|7},81,2,2
46,82,personal,1830001,5.0,/z/lancelcy/R21/mfbs/82.npy,{5|6|4|4|5|5|5|6|5|5|4|6},{7|8|6|6|5|5|6|7|7|7|6|7},82,2,1
47,83,personal,1830001,9.0,/z/lancelcy/R21/mfbs/83.npy,{7|4|5|5|6|6|7|6|6|5},{5|5|5|5|5|6|5|5|6|7},83,1,2
48,84,personal,1830001,3.0,/z/lancelcy/R21/mfbs/84.npy,{4|6|6|6|4},{7|6|7|7|7},84,2,2
49,86,personal,1830001,7.0,/z/lancelcy/R21/mfbs/86.npy,{4|5|6|5|6|6|7|6|6|4},{5|5|5|5|6|5|6|6|5|5},86,1,2
50,87,personal,1830001,7.0,/z/lancelcy/R21/mfbs/87.npy,{6|4|6|6|5|5},{4|5|5|4|5|6},87,1,2
51,88,personal,1830001,4.0,/z/lancelcy/R21/mfbs/88.npy,{6|8|8|8|8|7|7|8},{6|7|6|6|7|7|6|7},88,2,2
52,90,personal,1830001,4.0,/z/lancelcy/R21/mfbs/90.npy,{5|6|6|7|7|6|7},{7|6|6|7|7|7|8},90,2,2
53,97,assessment,1830001,4.0,/z/lancelcy/R21/mfbs/97.npy,{4|7|5|5|5},{5|6|7|7|7},97,2,1
54,98,personal,1830001,9.0,/z/lancelcy/R21/mfbs/98.npy,{6|4|5|7|5|6},{5|6|6|6|5|7},98,2,2
55,99,personal,1830001,4.0,/z/lancelcy/R21/mfbs/99.npy,{5|4|7|6|6|6},{6|6|6|6|6|7},99,2,2
56,100,personal,1830001,10.0,/z/lancelcy/R21/mfbs/100.npy,{7|4|6|6|6|6},{6|6|6|7|6|8},100,2,2
57,103,personal,1830001,8.0,/z/lancelcy/R21/mfbs/103.npy,{7|6|7|8|7|7},{3|6|6|6|7|8},103,2,2
58,105,personal,1830001,6.0,/z/lancelcy/R21/mfbs/105.npy,{6|7|5|6|6|7|6|6|7},{7|7|7|6|5|7|7|8|8},105,2,2
59,107,personal,1830001,9.0,/z/lancelcy/R21/mfbs/107.npy,{8|5|7|6|7|7|7|7},{7|7|7|7|7|7|7|9},107,2,2
60,108,personal,1830001,4.0,/z/lancelcy/R21/mfbs/108.npy,{4|5|5|5|5},{5|6|6|6|5},108,2,1
61,116,personal,1830001,14.0,/z/lancelcy/R21/mfbs/116.npy,{7|6|7|7|7|8},{4|5|4|5|4|8},116,0,2
62,117,personal,1830001,5.0,/z/lancelcy/R21/mfbs/117.npy,{5|5|6|5|7},{6|6|6|6|8},117,2,1
63,120,personal,1830001,3.0,/z/lancelcy/R21/mfbs/120.npy,{5|7|7|7|6},{5|4|5|5|5},120,1,2
64,121,personal,1830001,3.0,/z/lancelcy/R21/mfbs/121.npy,{6|5|7|7|7|8},{5|5|4|5|4|6},121,1,2
65,122,personal,1830001,3.0,/z/lancelcy/R21/mfbs/122.npy,{5|5|7|7|6|7|7|7|6|6|7},{4|6|7|6|5|6|6|5|6|5|9},122,2,2
66,123,personal,1830001,9.0,/z/lancelcy/R21/mfbs/123.npy,{7|5|6|7|6|8},{5|5|5|5|5|7},123,1,2
67,124,personal,1830001,2.0,/z/lancelcy/R21/mfbs/124.npy,{5|7|7|6|8},{6|7|5|5|7},124,2,2
68,125,personal,1830001,3.0,/z/lancelcy/R21/mfbs/125.npy,{4|6|7|6|7},{7|5|5|6|6},125,2,2
69,126,personal,1830001,6.0,/z/lancelcy/R21/mfbs/126.npy,{5|5|6|7|6|6},{5|5|5|6|5|7},126,1,2
70,127,personal,1830001,6.0,/z/lancelcy/R21/mfbs/127.npy,{4|6|7|5|5},{5|5|5|5|5},127,1,1
71,128,personal,1830001,3.0,/z/lancelcy/R21/mfbs/128.npy,{5|7|7|7|7},{5|5|6|5|6},128,1,2
72,130,personal,1830001,11.0,/z/lancelcy/R21/mfbs/130.npy,{7|5|6|7|6|7},{6|5|6|6|6|7},130,2,2
73,131,personal,1830001,3.0,/z/lancelcy/R21/mfbs/131.npy,{5|6|7|7|7},{5|4|5|5|6},131,1,2
74,132,personal,1830001,8.0,/z/lancelcy/R21/mfbs/132.npy,{7|5|6|7|6|5},{6|5|5|6|5|5},132,1,2
75,134,personal,1830001,4.0,/z/lancelcy/R21/mfbs/134.npy,{5|5|6|5|5},{6|6|5|5|5},134,1,1
76,135,personal,1830001,6.0,/z/lancelcy/R21/mfbs/135.npy,{6|5|6|6|7|7|6|6|6},{7|5|6|5|5|5|5|6|7},135,1,2
77,136,personal,1830001,5.0,/z/lancelcy/R21/mfbs/136.npy,{8|6|7|7|7|7},{3|5|4|3|5|5},136,0,2
78,138,personal,1830001,6.0,/z/lancelcy/R21/mfbs/138.npy,{5|6|7|7|6|7|4},{5|4|4|5|5|5|5},138,1,2
79,141,personal,1830001,4.0,/z/lancelcy/R21/mfbs/141.npy,{4|5|6|5|4},{5|6|6|6|5},141,2,0
80,142,personal,1830001,2.0,/z/lancelcy/R21/mfbs/142.npy,{4|4|6|5|4},{6|6|5|5|5},142,1,0
81,143,personal,1830001,8.0,/z/lancelcy/R21/mfbs/143.npy,{4|5|7|7|5},{5|7|6|6|7},143,2,1
82,144,personal,1830001,3.0,/z/lancelcy/R21/mfbs/144.npy,{6|4|6|6|6|6},{7|6|6|7|8|8},144,2,2
83,145,personal,1830001,19.0,/z/lancelcy/R21/mfbs/145.npy,{8|5|7|7|8|7},{7|6|5|5|5|6},145,1,2
84,146,personal,1830001,2.0,/z/lancelcy/R21/mfbs/146.npy,{5|7|8|7|8},{7|7|6|6|6},146,2,2
85,147,personal,1830001,2.0,/z/lancelcy/R21/mfbs/147.npy,{4|5|4|3|4},{4|5|6|3|4},147,0,0
86,148,personal,1830001,4.0,/z/lancelcy/R21/mfbs/148.npy,{5|6|6|6|5},{6|6|6|4|7},148,2,2
87,149,personal,1830001,11.0,/z/lancelcy/R21/mfbs/149.npy,{5|7|7|7|8},{5|7|4|6|7},149,2,2
88,150,personal,1830001,8.0,/z/lancelcy/R21/mfbs/150.npy,{5|7|7|6|6},{5|5|5|6|7},150,1,2
89,151,personal,1830001,3.0,/z/lancelcy/R21/mfbs/151.npy,{4|7|6|5|7},{5|6|5|6|8},151,2,2
90,152,personal,1830001,6.0,/z/lancelcy/R21/mfbs/152.npy,{5|3|4|4|6|3},{4|5|6|5|6|4},152,0,0
91,156,personal,1830001,3.0,/z/lancelcy/R21/mfbs/156.npy,{6|5|6|7|6|7},{6|5|5|5|6|8},156,1,2
92,157,personal,1830001,6.0,/z/lancelcy/R21/mfbs/157.npy,{7|7|7|6},{7|6|7|8},157,2,2
93,158,personal,1830001,6.0,/z/lancelcy/R21/mfbs/158.npy,{7|4},{7|7},158,2,0
94,160,personal,1830001,4.0,/z/lancelcy/R21/mfbs/160.npy,{5|3|5|4|4|4|4|5},{5|4|6|6|6|7|7|5},160,2,0
95,161,personal,1830001,3.0,/z/lancelcy/R21/mfbs/161.npy,{7|4|5|7|5|6},{5|5|4|5|5|7},161,1,2
96,162,personal,1830001,3.0,/z/lancelcy/R21/mfbs/162.npy,{3|4|5|3|4|5|5|4},{4|4|4|6|5|5|5|4},162,0,0
97,166,personal,1830001,2.0,/z/lancelcy/R21/mfbs/166.npy,{6|4|5|6|5|5},{6|7|7|7|6|6},166,2,1
98,167,personal,1830001,9.0,/z/lancelcy/R21/mfbs/167.npy,{8|5|7|7|7|8},{8|6|7|7|8|9},167,2,2
99,168,personal,1830001,3.0,/z/lancelcy/R21/mfbs/168.npy,{8|4|7|6|6|8},{4|5|4|4|3|7},168,0,2
100,169,personal,1830001,7.0,/z/lancelcy/R21/mfbs/169.npy,{5|4|5|6|4|5},{7|6|6|7|6|7},169,2,1
101,170,personal,1830001,3.0,/z/lancelcy/R21/mfbs/170.npy,{8|8|4|6|6|5|6|6|6|4|5},{6|6|5|5|5|5|5|5|6|5|6},170,1,2
102,175,personal,1830001,5.0,/z/lancelcy/R21/mfbs/175.npy,{5|7|6|6|1|4},{5|5|5|4|1|5},175,1,2
103,176,personal,1830001,3.0,/z/lancelcy/R21/mfbs/176.npy,{5|4|5|6|5|6|6|6|5|5},{5|5|5|5|5|6|5|5|5|5},176,1,1
104,177,personal,1830001,3.0,/z/lancelcy/R21/mfbs/177.npy,{6|7|7|7|8},{5|3|4|5|7},177,0,2
105,178,personal,1830001,3.0,/z/lancelcy/R21/mfbs/178.npy,{7|5|7|7|7|5},{7|5|7|6|7|4},178,2,2
106,179,personal,1830001,2.0,/z/lancelcy/R21/mfbs/179.npy,{3|4|5|4|2},{6|5|5|6|2},179,1,0
107,191,personal,1830001,8.0,/z/lancelcy/R21/mfbs/191.npy,{5|5|7|7|7|8},{5|5|6|5|5|8},191,1,2
108,194,personal,1830001,4.0,/z/lancelcy/R21/mfbs/194.npy,{5|7|7|8|9},{5|3|3|4|9},194,0,2
109,195,personal,1830001,10.0,/z/lancelcy/R21/mfbs/195.npy,{7|6|7|7|8|9},{3|4|4|3|2|5},195,0,2
110,197,personal,1830001,9.0,/z/lancelcy/R21/mfbs/197.npy,{5|4|4|4|5|5|5|4|4},{5|4|4|4|4|4|5|5|3},197,0,0
111,198,personal,1830001,13.0,/z/lancelcy/R21/mfbs/198.npy,{5|3|5|7|5|3},{4|5|5|5|5|3},198,1,1
112,199,personal,1830001,3.0,/z/lancelcy/R21/mfbs/199.npy,{5|3|3|3|4|3|3|3|4|4|3|2},{5|6|4|6|6|6|6|6|5|5|6|1},199,2,0
113,200,personal,1830001,6.0,/z/lancelcy/R21/mfbs/200.npy,{3|5|7|6|5},{5|6|5|6|5},200,1,1
114,201,personal,1830001,8.0,/z/lancelcy/R21/mfbs/201.npy,{4|5|5|4|6},{5|4|6|5|7},201,1,0
115,203,personal,1830001,10.0,/z/lancelcy/R21/mfbs/203.npy,{6|5|5|7|5|6},{5|5|6|6|5|6},203,1,1
116,205,personal,1830001,5.0,/z/lancelcy/R21/mfbs/205.npy,{6|3|5|5|6|7|5|6},{6|5|6|6|6|6|6|8},205,2,2
117,206,personal,1830001,2.0,/z/lancelcy/R21/mfbs/206.npy,{3|7|7|6|5},{5|5|5|5|5},206,1,2
118,208,personal,1830001,3.0,/z/lancelcy/R21/mfbs/208.npy,{4|5|4},{4|4|4},208,0,0
119,209,personal,1830001,3.0,/z/lancelcy/R21/mfbs/209.npy,{5|3|4|4|5|4},{4|4|4|5|4|5},209,0,0
120,211,personal,1830001,18.0,/z/lancelcy/R21/mfbs/211.npy,{6|4|5|5|5|6|6|6|5|5|5|5},{4|5|5|4|5|5|5|5|5|5|5|5},211,1,1
121,212,personal,1830001,9.0,/z/lancelcy/R21/mfbs/212.npy,{5|8|4|5|6|6|6|7|6|7|7|5|5|5|7},{5|6|5|5|5|6|6|6|5|5|6|5|5|5|6},212,1,2
122,213,personal,1830001,14.0,/z/lancelcy/R21/mfbs/213.npy,{3|6|7|6|6},{5|5|5|5|5},213,1,2
123,215,personal,1830001,7.0,/z/lancelcy/R21/mfbs/215.npy,{4|5|6|4|5},{5|5|5|4|5},215,1,0
124,217,personal,1830001,7.0,/z/lancelcy/R21/mfbs/217.npy,{4|5|6|6|4},{5|6|6|5|4},217,1,0
125,218,personal,1830001,2.0,/z/lancelcy/R21/mfbs/218.npy,{4|7|7|6|5},{6|7|5|6|5},218,2,2
126,226,personal,1830001,7.0,/z/lancelcy/R21/mfbs/226.npy,{4|5|6|5|6},{6|7|6|6|7},226,2,1
127,227,personal,1830001,2.0,/z/lancelcy/R21/mfbs/227.npy,{3|5|5|5|5},{5|5|6|5|7},227,1,1
128,228,personal,1830001,2.0,/z/lancelcy/R21/mfbs/228.npy,{4|4|5|6|5|5},{5|5|6|5|5|5},228,1,1
129,229,personal,1830001,5.0,/z/lancelcy/R21/mfbs/229.npy,{5|1|5|6|6|5},{5|5|5|5|6|5},229,1,1
130,230,personal,1830001,11.0,/z/lancelcy/R21/mfbs/230.npy,{4|5|7|6|5},{5|5|5|6|5},230,1,1
131,231,personal,1830001,6.0,/z/lancelcy/R21/mfbs/231.npy,{5|4|6|5|7|7|6|5|4},{3|4|4|4|4|4|4|5|5},231,0,2
132,232,personal,1830001,10.0,/z/lancelcy/R21/mfbs/232.npy,{3|5|6|5|5},{4|6|5|5|5},232,1,1
133,233,personal,1830001,3.0,/z/lancelcy/R21/mfbs/233.npy,{5|7|4|6|6|5|6|7|7|6|7},{3|3|5|4|4|4|4|4|4|2|5},233,0,2
134,234,personal,1830001,3.0,/z/lancelcy/R21/mfbs/234.npy,{5|4|5|6|5|5},{4|5|4|4|5|4},234,0,1
135,236,personal,1830001,3.0,/z/lancelcy/R21/mfbs/236.npy,{5|7|7|6|8},{6|7|5|6|9},236,2,2
136,238,personal,1830001,3.0,/z/lancelcy/R21/mfbs/238.npy,{8|5|7|7|8|9},{8|7|7|6|7|8},238,2,2
137,239,personal,1830001,11.0,/z/lancelcy/R21/mfbs/239.npy,{6|6|7|7|8},{5|7|6|6|8},239,2,2
138,240,personal,1830001,12.0,/z/lancelcy/R21/mfbs/240.npy,{3|5|6|4|6},{6|6|6|5|8},240,2,0
139,241,personal,1830001,2.0,/z/lancelcy/R21/mfbs/241.npy,{5|4|4|6|5|5},{4|5|5|5|5|6},241,1,1
140,242,personal,1830001,4.0,/z/lancelcy/R21/mfbs/242.npy,{3|3|5|3|4},{6|6|4|3|5},242,0,0
141,243,personal,1830001,2.0,/z/lancelcy/R21/mfbs/243.npy,{3|4|3|3|4|2},{3|4|3|4|4|3},243,0,0
142,244,personal,1830001,15.0,/z/lancelcy/R21/mfbs/244.npy,{3|5|6|4|6},{4|5|5|5|7},244,1,0
143,245,personal,1830001,2.0,/z/lancelcy/R21/mfbs/245.npy,{4|4|6|4|4},{5|5|5|4|5},245,1,0
144,246,personal,1830001,4.0,/z/lancelcy/R21/mfbs/246.npy,{3|3|4|3|4},{4|6|5|5|5},246,1,0
145,247,personal,1830001,4.0,/z/lancelcy/R21/mfbs/247.npy,{3|4|4|3|4},{4|5|5|4|4},247,0,0
146,248,personal,1830001,9.0,/z/lancelcy/R21/mfbs/248.npy,{3|4|6|4|4},{6|5|5|5|6},248,1,0
147,249,personal,1830001,2.0,/z/lancelcy/R21/mfbs/249.npy,{5|3|4|4|4|3},{5|5|6|6|5|4},249,1,0
148,250,personal,1830001,3.0,/z/lancelcy/R21/mfbs/250.npy,{3|5|6|5|6},{5|4|4|4|6},250,0,1
149,251,personal,1830001,2.0,/z/lancelcy/R21/mfbs/251.npy,{3|4|6|4|5},{5|6|5|4|5},251,1,0
150,252,personal,1830001,8.0,/z/lancelcy/R21/mfbs/252.npy,{3|3|4|3|3},{5|3|5|3|2},252,0,0
151,253,personal,1830001,2.0,/z/lancelcy/R21/mfbs/253.npy,{3|4|5|5|5},{4|5|6|5|5},253,1,1
152,254,personal,1830001,3.0,/z/lancelcy/R21/mfbs/254.npy,{3|3|3|3|3},{4|6|5|4|3},254,0,0
153,258,personal,1830001,5.0,/z/lancelcy/R21/mfbs/258.npy,{6|4|6|7|5|3},{5|5|4|5|5|4},258,1,2
154,272,personal,1830001,14.0,/z/lancelcy/R21/mfbs/272.npy,{6|4|5|7|6|5},{4|5|5|5|5|5},272,1,2
155,273,personal,1830001,3.0,/z/lancelcy/R21/mfbs/273.npy,{4|7|6|5|5},{5|4|5|5|5},273,1,1
156,275,personal,1830001,14.0,/z/lancelcy/R21/mfbs/275.npy,{4|5|7|6|5},{5|5|6|5|7},275,1,1
157,276,personal,1830001,8.0,/z/lancelcy/R21/mfbs/276.npy,{6|4|7|7|6|5},{4|5|4|4|4|4},276,0,2
158,277,personal,1830001,3.0,/z/lancelcy/R21/mfbs/277.npy,{4|6|7|5|6},{4|5|5|4|6},277,0,2
159,278,personal,1830001,8.0,/z/lancelcy/R21/mfbs/278.npy,{6|7|7|8|7},{5|5|4|4|3},278,0,2
160,280,personal,1830001,3.0,/z/lancelcy/R21/mfbs/280.npy,{4|6|7|5|4},{4|5|6|5|5},280,1,0
161,281,personal,1830001,9.0,/z/lancelcy/R21/mfbs/281.npy,{5|6|7|8|9},{5|4|4|5|4},281,0,2
162,283,personal,1830001,4.0,/z/lancelcy/R21/mfbs/283.npy,{6|4|6|6|5|5},{4|5|4|5|5|4},283,0,2
163,290,assessment,1830001,5.0,/z/lancelcy/R21/mfbs/290.npy,{5|2|5|5|3|4},{6|6|5|7|4|6},290,2,0
164,291,assessment,1830001,14.0,/z/lancelcy/R21/mfbs/291.npy,{3|4|3|2|2},{4|3|6|4|4},291,0,0
165,292,assessment,1830001,12.0,/z/lancelcy/R21/mfbs/292.npy,{2|5|4|4|2},{4|5|6|5|5},292,1,0
166,293,assessment,1830001,11.0,/z/lancelcy/R21/mfbs/293.npy,{2|4|5|2|3},{3|4|4|3|3},293,0,0
167,297,assessment,1830001,13.0,/z/lancelcy/R21/mfbs/297.npy,{2|3|4|3|1},{4|3|4|3|1},297,0,0
168,298,assessment,1830001,3.0,/z/lancelcy/R21/mfbs/298.npy,{4|3|3|4|3|2},{6|5|4|6|6|1},298,2,0
169,299,assessment,1830001,2.0,/z/lancelcy/R21/mfbs/299.npy,{3|3|3|3|2},{4|2|4|4|1},299,0,0
170,307,personal,1830001,5.0,/z/lancelcy/R21/mfbs/307.npy,{4|5|6|5|5},{5|4|5|4|5},307,1,1
171,308,personal,1830001,9.0,/z/lancelcy/R21/mfbs/308.npy,{6|5|5|7|5|5},{5|5|5|5|5|5},308,1,1
172,310,personal,1830001,3.0,/z/lancelcy/R21/mfbs/310.npy,{5|5|5|6|6|6},{4|6|4|6|5|5},310,0,1
173,311,personal,1830001,10.0,/z/lancelcy/R21/mfbs/311.npy,{4|4|6|6|4},{4|4|5|4|4},311,0,0
174,312,personal,1830001,5.0,/z/lancelcy/R21/mfbs/312.npy,{4|4|6|5|6},{5|5|5|5|5},312,1,0
175,313,personal,1830001,5.0,/z/lancelcy/R21/mfbs/313.npy,{4|5|6|5|5},{5|5|5|5|6},313,1,1
176,319,personal,1830001,5.0,/z/lancelcy/R21/mfbs/319.npy,{4|4|6|6|4|5},{4|4|4|5|4|5},319,0,0
177,320,personal,1830001,5.0,/z/lancelcy/R21/mfbs/320.npy,{4|4|5|4|5},{6|6|6|5|5},320,2,0
178,323,personal,1830001,17.0,/z/lancelcy/R21/mfbs/323.npy,{5|4|5|7|5|6},{2|5|4|5|3|7},323,0,1
179,324,personal,1830001,3.0,/z/lancelcy/R21/mfbs/324.npy,{6|3|5|7|5|5},{7|7|5|6|6|8},324,2,1
180,325,personal,1830001,6.0,/z/lancelcy/R21/mfbs/325.npy,{6|5|6|7|5|6},{7|6|6|6|8|7},325,2,2
181,326,personal,1830001,6.0,/z/lancelcy/R21/mfbs/326.npy,{4|5|7|5|7},{6|5|6|5|8},326,2,1
182,336,personal,1830001,3.0,/z/lancelcy/R21/mfbs/336.npy,{4|5|6|5|5},{6|6|5|5|5},336,1,1
183,337,personal,1830001,3.0,/z/lancelcy/R21/mfbs/337.npy,{4|4|5|6|5|5},{5|5|4|5|5|5},337,1,1
184,338,personal,1830001,9.0,/z/lancelcy/R21/mfbs/338.npy,{5|4|5|6|5|6},{6|6|5|6|6|7},338,2,1
185,341,personal,1830001,4.0,/z/lancelcy/R21/mfbs/341.npy,{4|4|6|5|5},{6|6|6|6|6},341,2,0
186,342,personal,1830001,3.0,/z/lancelcy/R21/mfbs/342.npy,{5|7|7|6|6},{5|6|6|6|8},342,2,2
187,344,personal,1830001,6.0,/z/lancelcy/R21/mfbs/344.npy,{4|5|6|6|5},{5|4|4|3|5},344,0,1
188,352,personal,1830001,7.0,/z/lancelcy/R21/mfbs/352.npy,{5|5|7|6|5},{5|6|5|6|7},352,2,1
189,353,personal,1830001,4.0,/z/lancelcy/R21/mfbs/353.npy,{6|4|6|6|6|6},{5|5|4|4|4|5},353,0,2
190,354,personal,1830001,11.0,/z/lancelcy/R21/mfbs/354.npy,{5|6|6|6|6},{5|5|5|5|7},354,1,2
191,355,personal,1830001,3.0,/z/lancelcy/R21/mfbs/355.npy,{4|6|6|5|6},{5|4|4|4|6},355,0,2
192,356,personal,1830001,4.0,/z/lancelcy/R21/mfbs/356.npy,{5|7|6|6|5},{4|4|4|4|5},356,0,2
193,357,personal,1830001,6.0,/z/lancelcy/R21/mfbs/357.npy,{5|6|7|5|7},{5|5|5|4|6},357,1,2
194,359,personal,1830001,9.0,/z/lancelcy/R21/mfbs/359.npy,{4|5|6|6|6},{5|6|5|5|7},359,1,2
195,361,personal,1830001,2.0,/z/lancelcy/R21/mfbs/361.npy,{4|6|6|5|4},{4|4|5|6|5},361,0,0
196,362,personal,1830001,17.0,/z/lancelcy/R21/mfbs/362.npy,{5|5|7|6|6},{5|5|5|4|5},362,1,2
197,363,personal,1830001,4.0,/z/lancelcy/R21/mfbs/363.npy,{4|7|7|6|5},{6|5|5|6|6},363,2,2
198,364,personal,1830001,11.0,/z/lancelcy/R21/mfbs/364.npy,{5|7|7|7|8},{5|4|4|3|6},364,0,2
199,365,personal,1830001,3.0,/z/lancelcy/R21/mfbs/365.npy,{5|5|6|7|5|6},{5|5|7|6|6|8},365,2,1
