,features
6164,/z/lancelcy/PRIORI_Emotion/pad_mfbs/233781.npy
6165,/z/lancelcy/PRIORI_Emotion/pad_mfbs/233813.npy
6166,/z/lancelcy/PRIORI_Emotion/pad_mfbs/233871.npy
6167,/z/lancelcy/PRIORI_Emotion/pad_mfbs/233888.npy
6168,/z/lancelcy/PRIORI_Emotion/pad_mfbs/233910.npy
6169,/z/lancelcy/PRIORI_Emotion/pad_mfbs/233942.npy
6170,/z/lancelcy/PRIORI_Emotion/pad_mfbs/233967.npy
6171,/z/lancelcy/PRIORI_Emotion/pad_mfbs/233970.npy
6172,/z/lancelcy/PRIORI_Emotion/pad_mfbs/233990.npy
6173,/z/lancelcy/PRIORI_Emotion/pad_mfbs/234083.npy
6174,/z/lancelcy/PRIORI_Emotion/pad_mfbs/234127.npy
6175,/z/lancelcy/PRIORI_Emotion/pad_mfbs/234157.npy
6176,/z/lancelcy/PRIORI_Emotion/pad_mfbs/234207.npy
6177,/z/lancelcy/PRIORI_Emotion/pad_mfbs/234223.npy
6178,/z/lancelcy/PRIORI_Emotion/pad_mfbs/234229.npy
6179,/z/lancelcy/PRIORI_Emotion/pad_mfbs/234266.npy
6180,/z/lancelcy/PRIORI_Emotion/pad_mfbs/234335.npy
6181,/z/lancelcy/PRIORI_Emotion/pad_mfbs/234353.npy
6182,/z/lancelcy/PRIORI_Emotion/pad_mfbs/234386.npy
6183,/z/lancelcy/PRIORI_Emotion/pad_mfbs/234388.npy
6184,/z/lancelcy/PRIORI_Emotion/pad_mfbs/234391.npy
6185,/z/lancelcy/PRIORI_Emotion/pad_mfbs/234453.npy
6186,/z/lancelcy/PRIORI_Emotion/pad_mfbs/234470.npy
6187,/z/lancelcy/PRIORI_Emotion/pad_mfbs/234478.npy
6188,/z/lancelcy/PRIORI_Emotion/pad_mfbs/234509.npy
6189,/z/lancelcy/PRIORI_Emotion/pad_mfbs/234672.npy
6190,/z/lancelcy/PRIORI_Emotion/pad_mfbs/234691.npy
6191,/z/lancelcy/PRIORI_Emotion/pad_mfbs/234810.npy
6192,/z/lancelcy/PRIORI_Emotion/pad_mfbs/234819.npy
6193,/z/lancelcy/PRIORI_Emotion/pad_mfbs/234840.npy
6194,/z/lancelcy/PRIORI_Emotion/pad_mfbs/234894.npy
6195,/z/lancelcy/PRIORI_Emotion/pad_mfbs/234904.npy
6196,/z/lancelcy/PRIORI_Emotion/pad_mfbs/234914.npy
6197,/z/lancelcy/PRIORI_Emotion/pad_mfbs/234917.npy
6198,/z/lancelcy/PRIORI_Emotion/pad_mfbs/234924.npy
6199,/z/lancelcy/PRIORI_Emotion/pad_mfbs/234942.npy
6200,/z/lancelcy/PRIORI_Emotion/pad_mfbs/234991.npy
6201,/z/lancelcy/PRIORI_Emotion/pad_mfbs/235103.npy
6202,/z/lancelcy/PRIORI_Emotion/pad_mfbs/235104.npy
6203,/z/lancelcy/PRIORI_Emotion/pad_mfbs/235190.npy
6204,/z/lancelcy/PRIORI_Emotion/pad_mfbs/235193.npy
6205,/z/lancelcy/PRIORI_Emotion/pad_mfbs/235195.npy
6206,/z/lancelcy/PRIORI_Emotion/pad_mfbs/235251.npy
6207,/z/lancelcy/PRIORI_Emotion/pad_mfbs/235312.npy
6208,/z/lancelcy/PRIORI_Emotion/pad_mfbs/235359.npy
6209,/z/lancelcy/PRIORI_Emotion/pad_mfbs/235445.npy
6210,/z/lancelcy/PRIORI_Emotion/pad_mfbs/235449.npy
6211,/z/lancelcy/PRIORI_Emotion/pad_mfbs/235500.npy
6212,/z/lancelcy/PRIORI_Emotion/pad_mfbs/235536.npy
6213,/z/lancelcy/PRIORI_Emotion/pad_mfbs/235539.npy
6214,/z/lancelcy/PRIORI_Emotion/pad_mfbs/235571.npy
6215,/z/lancelcy/PRIORI_Emotion/pad_mfbs/235583.npy
6216,/z/lancelcy/PRIORI_Emotion/pad_mfbs/235608.npy
6217,/z/lancelcy/PRIORI_Emotion/pad_mfbs/235643.npy
6218,/z/lancelcy/PRIORI_Emotion/pad_mfbs/235649.npy
6219,/z/lancelcy/PRIORI_Emotion/pad_mfbs/235681.npy
6220,/z/lancelcy/PRIORI_Emotion/pad_mfbs/235687.npy
6221,/z/lancelcy/PRIORI_Emotion/pad_mfbs/235734.npy
6222,/z/lancelcy/PRIORI_Emotion/pad_mfbs/235818.npy
6223,/z/lancelcy/PRIORI_Emotion/pad_mfbs/235874.npy
6224,/z/lancelcy/PRIORI_Emotion/pad_mfbs/235877.npy
6225,/z/lancelcy/PRIORI_Emotion/pad_mfbs/235885.npy
6226,/z/lancelcy/PRIORI_Emotion/pad_mfbs/235887.npy
6227,/z/lancelcy/PRIORI_Emotion/pad_mfbs/235890.npy
6228,/z/lancelcy/PRIORI_Emotion/pad_mfbs/236047.npy
6229,/z/lancelcy/PRIORI_Emotion/pad_mfbs/236062.npy
6230,/z/lancelcy/PRIORI_Emotion/pad_mfbs/236078.npy
6231,/z/lancelcy/PRIORI_Emotion/pad_mfbs/236102.npy
6232,/z/lancelcy/PRIORI_Emotion/pad_mfbs/236150.npy
6233,/z/lancelcy/PRIORI_Emotion/pad_mfbs/236165.npy
6234,/z/lancelcy/PRIORI_Emotion/pad_mfbs/236186.npy
6235,/z/lancelcy/PRIORI_Emotion/pad_mfbs/236292.npy
6236,/z/lancelcy/PRIORI_Emotion/pad_mfbs/236310.npy
6237,/z/lancelcy/PRIORI_Emotion/pad_mfbs/236368.npy
6238,/z/lancelcy/PRIORI_Emotion/pad_mfbs/236373.npy
6239,/z/lancelcy/PRIORI_Emotion/pad_mfbs/236378.npy
6240,/z/lancelcy/PRIORI_Emotion/pad_mfbs/236393.npy
6241,/z/lancelcy/PRIORI_Emotion/pad_mfbs/236395.npy
6242,/z/lancelcy/PRIORI_Emotion/pad_mfbs/236400.npy
6243,/z/lancelcy/PRIORI_Emotion/pad_mfbs/236463.npy
6244,/z/lancelcy/PRIORI_Emotion/pad_mfbs/236475.npy
6245,/z/lancelcy/PRIORI_Emotion/pad_mfbs/236759.npy
6246,/z/lancelcy/PRIORI_Emotion/pad_mfbs/236824.npy
6247,/z/lancelcy/PRIORI_Emotion/pad_mfbs/236829.npy
6248,/z/lancelcy/PRIORI_Emotion/pad_mfbs/236847.npy
6249,/z/lancelcy/PRIORI_Emotion/pad_mfbs/236886.npy
6250,/z/lancelcy/PRIORI_Emotion/pad_mfbs/236938.npy
6251,/z/lancelcy/PRIORI_Emotion/pad_mfbs/236960.npy
6252,/z/lancelcy/PRIORI_Emotion/pad_mfbs/236988.npy
6253,/z/lancelcy/PRIORI_Emotion/pad_mfbs/236993.npy
6254,/z/lancelcy/PRIORI_Emotion/pad_mfbs/237050.npy
6255,/z/lancelcy/PRIORI_Emotion/pad_mfbs/237089.npy
6256,/z/lancelcy/PRIORI_Emotion/pad_mfbs/237153.npy
6257,/z/lancelcy/PRIORI_Emotion/pad_mfbs/237169.npy
6258,/z/lancelcy/PRIORI_Emotion/pad_mfbs/237212.npy
6259,/z/lancelcy/PRIORI_Emotion/pad_mfbs/237296.npy
6260,/z/lancelcy/PRIORI_Emotion/pad_mfbs/237410.npy
6261,/z/lancelcy/PRIORI_Emotion/pad_mfbs/237455.npy
6262,/z/lancelcy/PRIORI_Emotion/pad_mfbs/237464.npy
6263,/z/lancelcy/PRIORI_Emotion/pad_mfbs/237530.npy
6264,/z/lancelcy/PRIORI_Emotion/pad_mfbs/237545.npy
6265,/z/lancelcy/PRIORI_Emotion/pad_mfbs/237547.npy
6266,/z/lancelcy/PRIORI_Emotion/pad_mfbs/237575.npy
6267,/z/lancelcy/PRIORI_Emotion/pad_mfbs/237611.npy
6268,/z/lancelcy/PRIORI_Emotion/pad_mfbs/237628.npy
6269,/z/lancelcy/PRIORI_Emotion/pad_mfbs/237655.npy
6270,/z/lancelcy/PRIORI_Emotion/pad_mfbs/237686.npy
6271,/z/lancelcy/PRIORI_Emotion/pad_mfbs/237757.npy
6272,/z/lancelcy/PRIORI_Emotion/pad_mfbs/237776.npy
6273,/z/lancelcy/PRIORI_Emotion/pad_mfbs/237793.npy
6274,/z/lancelcy/PRIORI_Emotion/pad_mfbs/237795.npy
6275,/z/lancelcy/PRIORI_Emotion/pad_mfbs/237808.npy
6276,/z/lancelcy/PRIORI_Emotion/pad_mfbs/237881.npy
6277,/z/lancelcy/PRIORI_Emotion/pad_mfbs/237887.npy
6278,/z/lancelcy/PRIORI_Emotion/pad_mfbs/237982.npy
6279,/z/lancelcy/PRIORI_Emotion/pad_mfbs/237990.npy
6280,/z/lancelcy/PRIORI_Emotion/pad_mfbs/237998.npy
6281,/z/lancelcy/PRIORI_Emotion/pad_mfbs/238063.npy
6282,/z/lancelcy/PRIORI_Emotion/pad_mfbs/238120.npy
6283,/z/lancelcy/PRIORI_Emotion/pad_mfbs/238200.npy
6284,/z/lancelcy/PRIORI_Emotion/pad_mfbs/238226.npy
6285,/z/lancelcy/PRIORI_Emotion/pad_mfbs/238257.npy
6286,/z/lancelcy/PRIORI_Emotion/pad_mfbs/238303.npy
6287,/z/lancelcy/PRIORI_Emotion/pad_mfbs/238309.npy
6288,/z/lancelcy/PRIORI_Emotion/pad_mfbs/238330.npy
6289,/z/lancelcy/PRIORI_Emotion/pad_mfbs/238426.npy
6290,/z/lancelcy/PRIORI_Emotion/pad_mfbs/238429.npy
6291,/z/lancelcy/PRIORI_Emotion/pad_mfbs/238436.npy
6292,/z/lancelcy/PRIORI_Emotion/pad_mfbs/238465.npy
6293,/z/lancelcy/PRIORI_Emotion/pad_mfbs/238480.npy
6294,/z/lancelcy/PRIORI_Emotion/pad_mfbs/238501.npy
6295,/z/lancelcy/PRIORI_Emotion/pad_mfbs/238556.npy
6296,/z/lancelcy/PRIORI_Emotion/pad_mfbs/238579.npy
6297,/z/lancelcy/PRIORI_Emotion/pad_mfbs/238604.npy
6298,/z/lancelcy/PRIORI_Emotion/pad_mfbs/238798.npy
6299,/z/lancelcy/PRIORI_Emotion/pad_mfbs/238843.npy
6300,/z/lancelcy/PRIORI_Emotion/pad_mfbs/238914.npy
6301,/z/lancelcy/PRIORI_Emotion/pad_mfbs/238955.npy
6302,/z/lancelcy/PRIORI_Emotion/pad_mfbs/238970.npy
6303,/z/lancelcy/PRIORI_Emotion/pad_mfbs/238998.npy
6304,/z/lancelcy/PRIORI_Emotion/pad_mfbs/239196.npy
6305,/z/lancelcy/PRIORI_Emotion/pad_mfbs/239204.npy
6306,/z/lancelcy/PRIORI_Emotion/pad_mfbs/239245.npy
6307,/z/lancelcy/PRIORI_Emotion/pad_mfbs/239260.npy
6308,/z/lancelcy/PRIORI_Emotion/pad_mfbs/239290.npy
6309,/z/lancelcy/PRIORI_Emotion/pad_mfbs/239319.npy
6310,/z/lancelcy/PRIORI_Emotion/pad_mfbs/239348.npy
6311,/z/lancelcy/PRIORI_Emotion/pad_mfbs/239418.npy
6312,/z/lancelcy/PRIORI_Emotion/pad_mfbs/239427.npy
6313,/z/lancelcy/PRIORI_Emotion/pad_mfbs/239461.npy
6314,/z/lancelcy/PRIORI_Emotion/pad_mfbs/239645.npy
6315,/z/lancelcy/PRIORI_Emotion/pad_mfbs/239692.npy
6316,/z/lancelcy/PRIORI_Emotion/pad_mfbs/239722.npy
6317,/z/lancelcy/PRIORI_Emotion/pad_mfbs/239773.npy
6318,/z/lancelcy/PRIORI_Emotion/pad_mfbs/239776.npy
6319,/z/lancelcy/PRIORI_Emotion/pad_mfbs/239785.npy
6320,/z/lancelcy/PRIORI_Emotion/pad_mfbs/239788.npy
6321,/z/lancelcy/PRIORI_Emotion/pad_mfbs/239795.npy
6322,/z/lancelcy/PRIORI_Emotion/pad_mfbs/239808.npy
6323,/z/lancelcy/PRIORI_Emotion/pad_mfbs/239815.npy
6324,/z/lancelcy/PRIORI_Emotion/pad_mfbs/239843.npy
6325,/z/lancelcy/PRIORI_Emotion/pad_mfbs/239877.npy
6326,/z/lancelcy/PRIORI_Emotion/pad_mfbs/239973.npy
6327,/z/lancelcy/PRIORI_Emotion/pad_mfbs/239988.npy
6328,/z/lancelcy/PRIORI_Emotion/pad_mfbs/239997.npy
6329,/z/lancelcy/PRIORI_Emotion/pad_mfbs/240116.npy
6330,/z/lancelcy/PRIORI_Emotion/pad_mfbs/240178.npy
6331,/z/lancelcy/PRIORI_Emotion/pad_mfbs/240234.npy
6332,/z/lancelcy/PRIORI_Emotion/pad_mfbs/240262.npy
6333,/z/lancelcy/PRIORI_Emotion/pad_mfbs/240266.npy
6334,/z/lancelcy/PRIORI_Emotion/pad_mfbs/240273.npy
6335,/z/lancelcy/PRIORI_Emotion/pad_mfbs/240376.npy
6336,/z/lancelcy/PRIORI_Emotion/pad_mfbs/240377.npy
6337,/z/lancelcy/PRIORI_Emotion/pad_mfbs/240436.npy
6338,/z/lancelcy/PRIORI_Emotion/pad_mfbs/240505.npy
6339,/z/lancelcy/PRIORI_Emotion/pad_mfbs/240507.npy
6340,/z/lancelcy/PRIORI_Emotion/pad_mfbs/240566.npy
6341,/z/lancelcy/PRIORI_Emotion/pad_mfbs/240605.npy
6342,/z/lancelcy/PRIORI_Emotion/pad_mfbs/240611.npy
6343,/z/lancelcy/PRIORI_Emotion/pad_mfbs/240781.npy
6344,/z/lancelcy/PRIORI_Emotion/pad_mfbs/240800.npy
6345,/z/lancelcy/PRIORI_Emotion/pad_mfbs/240818.npy
6346,/z/lancelcy/PRIORI_Emotion/pad_mfbs/240912.npy
6347,/z/lancelcy/PRIORI_Emotion/pad_mfbs/240929.npy
6348,/z/lancelcy/PRIORI_Emotion/pad_mfbs/240973.npy
6349,/z/lancelcy/PRIORI_Emotion/pad_mfbs/240989.npy
6350,/z/lancelcy/PRIORI_Emotion/pad_mfbs/240994.npy
6351,/z/lancelcy/PRIORI_Emotion/pad_mfbs/241023.npy
6352,/z/lancelcy/PRIORI_Emotion/pad_mfbs/241046.npy
6353,/z/lancelcy/PRIORI_Emotion/pad_mfbs/241049.npy
6354,/z/lancelcy/PRIORI_Emotion/pad_mfbs/241053.npy
6355,/z/lancelcy/PRIORI_Emotion/pad_mfbs/241054.npy
6356,/z/lancelcy/PRIORI_Emotion/pad_mfbs/241065.npy
6357,/z/lancelcy/PRIORI_Emotion/pad_mfbs/241083.npy
6358,/z/lancelcy/PRIORI_Emotion/pad_mfbs/241091.npy
6359,/z/lancelcy/PRIORI_Emotion/pad_mfbs/241098.npy
6360,/z/lancelcy/PRIORI_Emotion/pad_mfbs/241116.npy
6361,/z/lancelcy/PRIORI_Emotion/pad_mfbs/241133.npy
6362,/z/lancelcy/PRIORI_Emotion/pad_mfbs/241134.npy
6363,/z/lancelcy/PRIORI_Emotion/pad_mfbs/241142.npy
6364,/z/lancelcy/PRIORI_Emotion/pad_mfbs/241144.npy
6365,/z/lancelcy/PRIORI_Emotion/pad_mfbs/241150.npy
6366,/z/lancelcy/PRIORI_Emotion/pad_mfbs/241199.npy
6367,/z/lancelcy/PRIORI_Emotion/pad_mfbs/241213.npy
6368,/z/lancelcy/PRIORI_Emotion/pad_mfbs/241235.npy
6369,/z/lancelcy/PRIORI_Emotion/pad_mfbs/241236.npy
6370,/z/lancelcy/PRIORI_Emotion/pad_mfbs/241245.npy
6371,/z/lancelcy/PRIORI_Emotion/pad_mfbs/241251.npy
6372,/z/lancelcy/PRIORI_Emotion/pad_mfbs/241274.npy
6373,/z/lancelcy/PRIORI_Emotion/pad_mfbs/241298.npy
6374,/z/lancelcy/PRIORI_Emotion/pad_mfbs/241341.npy
6375,/z/lancelcy/PRIORI_Emotion/pad_mfbs/241343.npy
6376,/z/lancelcy/PRIORI_Emotion/pad_mfbs/241352.npy
6377,/z/lancelcy/PRIORI_Emotion/pad_mfbs/241363.npy
6378,/z/lancelcy/PRIORI_Emotion/pad_mfbs/241372.npy
6379,/z/lancelcy/PRIORI_Emotion/pad_mfbs/241393.npy
6380,/z/lancelcy/PRIORI_Emotion/pad_mfbs/241403.npy
6381,/z/lancelcy/PRIORI_Emotion/pad_mfbs/241427.npy
6382,/z/lancelcy/PRIORI_Emotion/pad_mfbs/241463.npy
6383,/z/lancelcy/PRIORI_Emotion/pad_mfbs/241607.npy
6384,/z/lancelcy/PRIORI_Emotion/pad_mfbs/241663.npy
6385,/z/lancelcy/PRIORI_Emotion/pad_mfbs/241674.npy
6386,/z/lancelcy/PRIORI_Emotion/pad_mfbs/241757.npy
6387,/z/lancelcy/PRIORI_Emotion/pad_mfbs/241762.npy
6388,/z/lancelcy/PRIORI_Emotion/pad_mfbs/241781.npy
6389,/z/lancelcy/PRIORI_Emotion/pad_mfbs/241803.npy
6390,/z/lancelcy/PRIORI_Emotion/pad_mfbs/241823.npy
6391,/z/lancelcy/PRIORI_Emotion/pad_mfbs/241826.npy
6392,/z/lancelcy/PRIORI_Emotion/pad_mfbs/241838.npy
6393,/z/lancelcy/PRIORI_Emotion/pad_mfbs/241864.npy
6394,/z/lancelcy/PRIORI_Emotion/pad_mfbs/241939.npy
6395,/z/lancelcy/PRIORI_Emotion/pad_mfbs/242050.npy
6396,/z/lancelcy/PRIORI_Emotion/pad_mfbs/242096.npy
6397,/z/lancelcy/PRIORI_Emotion/pad_mfbs/242149.npy
6398,/z/lancelcy/PRIORI_Emotion/pad_mfbs/242196.npy
6399,/z/lancelcy/PRIORI_Emotion/pad_mfbs/242213.npy
6400,/z/lancelcy/PRIORI_Emotion/pad_mfbs/242234.npy
6401,/z/lancelcy/PRIORI_Emotion/pad_mfbs/242276.npy
6402,/z/lancelcy/PRIORI_Emotion/pad_mfbs/242282.npy
6403,/z/lancelcy/PRIORI_Emotion/pad_mfbs/242364.npy
6404,/z/lancelcy/PRIORI_Emotion/pad_mfbs/242394.npy
6405,/z/lancelcy/PRIORI_Emotion/pad_mfbs/242396.npy
6406,/z/lancelcy/PRIORI_Emotion/pad_mfbs/242417.npy
6407,/z/lancelcy/PRIORI_Emotion/pad_mfbs/242445.npy
6408,/z/lancelcy/PRIORI_Emotion/pad_mfbs/242498.npy
6409,/z/lancelcy/PRIORI_Emotion/pad_mfbs/242530.npy
6410,/z/lancelcy/PRIORI_Emotion/pad_mfbs/242538.npy
6411,/z/lancelcy/PRIORI_Emotion/pad_mfbs/242569.npy
6412,/z/lancelcy/PRIORI_Emotion/pad_mfbs/242575.npy
6413,/z/lancelcy/PRIORI_Emotion/pad_mfbs/242586.npy
6414,/z/lancelcy/PRIORI_Emotion/pad_mfbs/242596.npy
6415,/z/lancelcy/PRIORI_Emotion/pad_mfbs/242640.npy
6416,/z/lancelcy/PRIORI_Emotion/pad_mfbs/242691.npy
6417,/z/lancelcy/PRIORI_Emotion/pad_mfbs/242697.npy
6418,/z/lancelcy/PRIORI_Emotion/pad_mfbs/242702.npy
6419,/z/lancelcy/PRIORI_Emotion/pad_mfbs/242713.npy
6420,/z/lancelcy/PRIORI_Emotion/pad_mfbs/242729.npy
6421,/z/lancelcy/PRIORI_Emotion/pad_mfbs/242745.npy
6422,/z/lancelcy/PRIORI_Emotion/pad_mfbs/242748.npy
6423,/z/lancelcy/PRIORI_Emotion/pad_mfbs/242763.npy
6424,/z/lancelcy/PRIORI_Emotion/pad_mfbs/242785.npy
6425,/z/lancelcy/PRIORI_Emotion/pad_mfbs/242848.npy
6426,/z/lancelcy/PRIORI_Emotion/pad_mfbs/242877.npy
6427,/z/lancelcy/PRIORI_Emotion/pad_mfbs/242905.npy
6428,/z/lancelcy/PRIORI_Emotion/pad_mfbs/242935.npy
6429,/z/lancelcy/PRIORI_Emotion/pad_mfbs/242984.npy
6430,/z/lancelcy/PRIORI_Emotion/pad_mfbs/243000.npy
6431,/z/lancelcy/PRIORI_Emotion/pad_mfbs/243007.npy
6432,/z/lancelcy/PRIORI_Emotion/pad_mfbs/243114.npy
6433,/z/lancelcy/PRIORI_Emotion/pad_mfbs/243153.npy
6434,/z/lancelcy/PRIORI_Emotion/pad_mfbs/243209.npy
6435,/z/lancelcy/PRIORI_Emotion/pad_mfbs/243301.npy
6436,/z/lancelcy/PRIORI_Emotion/pad_mfbs/243320.npy
6437,/z/lancelcy/PRIORI_Emotion/pad_mfbs/243342.npy
6438,/z/lancelcy/PRIORI_Emotion/pad_mfbs/243343.npy
6439,/z/lancelcy/PRIORI_Emotion/pad_mfbs/243358.npy
6440,/z/lancelcy/PRIORI_Emotion/pad_mfbs/243359.npy
6441,/z/lancelcy/PRIORI_Emotion/pad_mfbs/243371.npy
6442,/z/lancelcy/PRIORI_Emotion/pad_mfbs/243402.npy
6443,/z/lancelcy/PRIORI_Emotion/pad_mfbs/243447.npy
6444,/z/lancelcy/PRIORI_Emotion/pad_mfbs/243504.npy
6445,/z/lancelcy/PRIORI_Emotion/pad_mfbs/243509.npy
6446,/z/lancelcy/PRIORI_Emotion/pad_mfbs/243512.npy
6447,/z/lancelcy/PRIORI_Emotion/pad_mfbs/243534.npy
6448,/z/lancelcy/PRIORI_Emotion/pad_mfbs/243539.npy
6449,/z/lancelcy/PRIORI_Emotion/pad_mfbs/243553.npy
6450,/z/lancelcy/PRIORI_Emotion/pad_mfbs/243563.npy
6451,/z/lancelcy/PRIORI_Emotion/pad_mfbs/243585.npy
6452,/z/lancelcy/PRIORI_Emotion/pad_mfbs/243590.npy
6453,/z/lancelcy/PRIORI_Emotion/pad_mfbs/243595.npy
6454,/z/lancelcy/PRIORI_Emotion/pad_mfbs/243611.npy
6455,/z/lancelcy/PRIORI_Emotion/pad_mfbs/243682.npy
6456,/z/lancelcy/PRIORI_Emotion/pad_mfbs/243694.npy
6457,/z/lancelcy/PRIORI_Emotion/pad_mfbs/243731.npy
6458,/z/lancelcy/PRIORI_Emotion/pad_mfbs/243940.npy
6459,/z/lancelcy/PRIORI_Emotion/pad_mfbs/243961.npy
6460,/z/lancelcy/PRIORI_Emotion/pad_mfbs/243973.npy
6461,/z/lancelcy/PRIORI_Emotion/pad_mfbs/243993.npy
6462,/z/lancelcy/PRIORI_Emotion/pad_mfbs/244009.npy
6463,/z/lancelcy/PRIORI_Emotion/pad_mfbs/244013.npy
6464,/z/lancelcy/PRIORI_Emotion/pad_mfbs/244018.npy
6465,/z/lancelcy/PRIORI_Emotion/pad_mfbs/244050.npy
6466,/z/lancelcy/PRIORI_Emotion/pad_mfbs/244067.npy
6467,/z/lancelcy/PRIORI_Emotion/pad_mfbs/244161.npy
6468,/z/lancelcy/PRIORI_Emotion/pad_mfbs/244169.npy
6469,/z/lancelcy/PRIORI_Emotion/pad_mfbs/244190.npy
6470,/z/lancelcy/PRIORI_Emotion/pad_mfbs/244206.npy
6471,/z/lancelcy/PRIORI_Emotion/pad_mfbs/244245.npy
6472,/z/lancelcy/PRIORI_Emotion/pad_mfbs/244257.npy
6473,/z/lancelcy/PRIORI_Emotion/pad_mfbs/244274.npy
6474,/z/lancelcy/PRIORI_Emotion/pad_mfbs/244288.npy
6475,/z/lancelcy/PRIORI_Emotion/pad_mfbs/244328.npy
6476,/z/lancelcy/PRIORI_Emotion/pad_mfbs/244399.npy
6477,/z/lancelcy/PRIORI_Emotion/pad_mfbs/244464.npy
6478,/z/lancelcy/PRIORI_Emotion/pad_mfbs/244478.npy
6479,/z/lancelcy/PRIORI_Emotion/pad_mfbs/244509.npy
6480,/z/lancelcy/PRIORI_Emotion/pad_mfbs/244516.npy
6481,/z/lancelcy/PRIORI_Emotion/pad_mfbs/244554.npy
6482,/z/lancelcy/PRIORI_Emotion/pad_mfbs/244564.npy
6483,/z/lancelcy/PRIORI_Emotion/pad_mfbs/244575.npy
6484,/z/lancelcy/PRIORI_Emotion/pad_mfbs/244581.npy
6485,/z/lancelcy/PRIORI_Emotion/pad_mfbs/244632.npy
6486,/z/lancelcy/PRIORI_Emotion/pad_mfbs/244648.npy
6487,/z/lancelcy/PRIORI_Emotion/pad_mfbs/244661.npy
6488,/z/lancelcy/PRIORI_Emotion/pad_mfbs/244675.npy
6489,/z/lancelcy/PRIORI_Emotion/pad_mfbs/244797.npy
6490,/z/lancelcy/PRIORI_Emotion/pad_mfbs/244812.npy
6491,/z/lancelcy/PRIORI_Emotion/pad_mfbs/244853.npy
6492,/z/lancelcy/PRIORI_Emotion/pad_mfbs/244874.npy
6493,/z/lancelcy/PRIORI_Emotion/pad_mfbs/245027.npy
6494,/z/lancelcy/PRIORI_Emotion/pad_mfbs/245033.npy
6495,/z/lancelcy/PRIORI_Emotion/pad_mfbs/245040.npy
6496,/z/lancelcy/PRIORI_Emotion/pad_mfbs/245043.npy
6497,/z/lancelcy/PRIORI_Emotion/pad_mfbs/245093.npy
6498,/z/lancelcy/PRIORI_Emotion/pad_mfbs/245095.npy
6499,/z/lancelcy/PRIORI_Emotion/pad_mfbs/245232.npy
6500,/z/lancelcy/PRIORI_Emotion/pad_mfbs/245243.npy
6501,/z/lancelcy/PRIORI_Emotion/pad_mfbs/245312.npy
6502,/z/lancelcy/PRIORI_Emotion/pad_mfbs/245337.npy
6503,/z/lancelcy/PRIORI_Emotion/pad_mfbs/245394.npy
